itemName,price,p,newDate
Cigarettes,7080,.015833259,1988-04-01
Cigarettes,8090,.013750076,1988-04-01
Men's socks,10,1.1738461,1988-04-01
Men's socks,1020,.14769232,1988-04-01
Men's socks,2030,.2284615,1988-04-01
Men's socks,3040,.17076933,1988-04-01
Men's socks,4050,.16769218,1988-04-01
Men's socks,5060,.23576939,1988-04-01
Men's socks,6070,.2942307,1988-04-01
Men's socks,7080,.35884619,1988-04-01
Men's socks,8090,.5226922,1988-04-01
Lettuce,10,.67833334,1988-05-01
Lettuce,1020,.045416653,1988-05-01
Lettuce,2030,.027083337,1988-05-01
Lettuce,3040,.030416667,1988-05-01
Lettuce,4050,.030416667,1988-05-01
Lettuce,5060,.025833368,1988-05-01
Lettuce,6070,.024166644,1988-05-01
Lettuce,7080,.032083333,1988-05-01
Lettuce,8090,.052083313,1988-05-01
Cigarettes,10,1.4266666,1988-05-01
Cigarettes,1020,.0066666603,1988-05-01
Cigarettes,2030,.0091667175,1988-05-01
Cigarettes,3040,.018333316,1988-05-01
Cigarettes,4050,.033750057,1988-05-01
Cigarettes,5060,.03458333,1988-05-01
Cigarettes,6070,.022500038,1988-05-01
Cigarettes,7080,.019166589,1988-05-01
Cigarettes,8090,.010833383,1988-05-01
Men's socks,10,1.1415385,1988-05-01
Men's socks,1020,.19384611,1988-05-01
Men's socks,2030,.17769229,1988-05-01
Men's socks,3040,.16576922,1988-05-01
Men's socks,4050,.22576928,1988-05-01
Men's socks,5060,.2796154,1988-05-01
Men's socks,6070,.24576926,1988-05-01
Men's socks,7080,.433846,1988-05-01
Men's socks,8090,.47769237,1988-05-01
Lettuce,10,.51999998,1988-06-01
Lettuce,1020,.042083323,1988-06-01
Lettuce,2030,.051250041,1988-06-01
Lettuce,3040,.043333292,1988-06-01
Lettuce,4050,.031666696,1988-06-01
Lettuce,5060,.025833309,1988-06-01
Lettuce,6070,.027083337,1988-06-01
Lettuce,7080,.033749998,1988-06-01
Lettuce,8090,.035000026,1988-06-01
Cigarettes,10,1.4245833,1988-06-01
Cigarettes,1020,.0070832968,1988-06-01
Cigarettes,2030,.011250019,1988-06-01
Cigarettes,3040,.016250014,1988-06-01
Cigarettes,4050,.042500019,1988-06-01
Cigarettes,5060,.031666636,1988-06-01
Cigarettes,6070,.019583344,1988-06-01
Cigarettes,7080,.017500043,1988-06-01
Cigarettes,8090,.009583354,1988-06-01
Men's socks,10,1.1484616,1988-06-01
Men's socks,1020,.20769227,1988-06-01
Men's socks,2030,.22923076,1988-06-01
Men's socks,3040,.24692309,1988-06-01
Men's socks,4050,.15538466,1988-06-01
Men's socks,5060,.15769219,1988-06-01
Men's socks,6070,.30846167,1988-06-01
Men's socks,7080,.31884599,1988-06-01
Men's socks,8090,.56500006,1988-06-01
Lettuce,10,.40416667,1988-07-01
Lettuce,1020,.052083343,1988-07-01
Lettuce,2030,.039999992,1988-07-01
Lettuce,3040,.04125002,1988-07-01
Lettuce,4050,.0087499619,1988-07-01
Lettuce,5060,.029166698,1988-07-01
Lettuce,6070,.02791661,1988-07-01
Lettuce,7080,.025833368,1988-07-01
Lettuce,8090,.06583333,1988-07-01
Cigarettes,10,1.4225,1988-07-01
Cigarettes,1020,.0054166317,1988-07-01
Cigarettes,2030,.012083292,1988-07-01
Cigarettes,3040,.018333435,1988-07-01
Cigarettes,4050,.032083273,1988-07-01
Cigarettes,5060,.040833354,1988-07-01
Cigarettes,6070,.02458334,1988-07-01
Cigarettes,7080,.014583349,1988-07-01
Cigarettes,8090,.009583354,1988-07-01
Men's socks,10,1.1646154,1988-07-01
Men's socks,1020,.18999994,1988-07-01
Men's socks,2030,.16615391,1988-07-01
Men's socks,3040,.23115385,1988-07-01
Men's socks,4050,.19538462,1988-07-01
Men's socks,5060,.1676923,1988-07-01
Men's socks,6070,.27346158,1988-07-01
Men's socks,7080,.31961536,1988-07-01
Men's socks,8090,.60192299,1988-07-01
Lettuce,10,.43083334,1988-09-01
Lettuce,1020,.045833319,1988-09-01
Lettuce,2030,.030833334,1988-09-01
Lettuce,3040,.032500029,1988-09-01
Lettuce,4050,.014999986,1988-09-01
Lettuce,5060,.03125,1988-09-01
Lettuce,6070,.024999976,1988-09-01
Lettuce,7080,.042916656,1988-09-01
Lettuce,8090,.046250045,1988-09-01
Cigarettes,10,1.4299999,1988-09-01
Cigarettes,1020,.0091667175,1988-09-01
Cigarettes,2030,.011666656,1988-09-01
Cigarettes,3040,.021666765,1988-09-01
Cigarettes,4050,.031249881,1988-09-01
Cigarettes,5060,.03125,1988-09-01
Cigarettes,6070,.02666676,1988-09-01
Cigarettes,7080,.0091665983,1988-09-01
Cigarettes,8090,.01000011,1988-09-01
Men's socks,10,1.1523077,1988-09-01
Men's socks,1020,.21769226,1988-09-01
Men's socks,2030,.18461537,1988-09-01
Men's socks,3040,.24038458,1988-09-01
Men's socks,4050,.2023077,1988-09-01
Men's socks,5060,.15500009,1988-09-01
Men's socks,6070,.30230761,1988-09-01
Men's socks,7080,.39153838,1988-09-01
Men's socks,8090,.37923098,1988-09-01
Lettuce,10,.39750001,1988-10-01
Lettuce,1020,.077499986,1988-10-01
Lettuce,2030,.054166645,1988-10-01
Lettuce,3040,.026666701,1988-10-01
Lettuce,4050,.028333306,1988-10-01
Lettuce,5060,.025833368,1988-10-01
Lettuce,6070,.017083287,1988-10-01
Lettuce,7080,.021666706,1988-10-01
Lettuce,8090,.041666627,1988-10-01
Cigarettes,10,1.4291667,1988-10-01
Cigarettes,1020,.0099999905,1988-10-01
Cigarettes,2030,.019166708,1988-10-01
Cigarettes,3040,.021666646,1988-10-01
Cigarettes,4050,.028333306,1988-10-01
Cigarettes,5060,.029166698,1988-10-01
Cigarettes,6070,.02791667,1988-10-01
Cigarettes,7080,.019999981,1988-10-01
Cigarettes,8090,.011666656,1988-10-01
Men's socks,10,1.1992308,1988-10-01
Men's socks,1020,.2203846,1988-10-01
Men's socks,2030,.16807687,1988-10-01
Men's socks,3040,.19807696,1988-10-01
Men's socks,4050,.17192304,1988-10-01
Men's socks,5060,.24423087,1988-10-01
Men's socks,6070,.28499985,1988-10-01
Men's socks,7080,.32153845,1988-10-01
Men's socks,8090,.51076937,1988-10-01
Lettuce,10,.54083335,1988-11-01
Lettuce,1020,.057500005,1988-11-01
Lettuce,2030,.071249962,1988-11-01
Lettuce,3040,.082499981,1988-11-01
Lettuce,4050,.045000017,1988-11-01
Lettuce,5060,.053750038,1988-11-01
Lettuce,6070,.032499969,1988-11-01
Lettuce,7080,.029583335,1988-11-01
Lettuce,8090,.02791667,1988-11-01
Cigarettes,10,1.4458333,1988-11-01
Cigarettes,1020,.0075000525,1988-11-01
Cigarettes,2030,.017499924,1988-11-01
Cigarettes,3040,.015833378,1988-11-01
Cigarettes,4050,.026666641,1988-11-01
Cigarettes,5060,.029166698,1988-11-01
Cigarettes,6070,.028333306,1988-11-01
Cigarettes,7080,.025833368,1988-11-01
Cigarettes,8090,.012499928,1988-11-01
Men's socks,10,1.1615385,1988-11-01
Men's socks,1020,.30730772,1988-11-01
Men's socks,2030,.16807687,1988-11-01
Men's socks,3040,.19576919,1988-11-01
Men's socks,4050,.21153843,1988-11-01
Men's socks,5060,.24653864,1988-11-01
Men's socks,6070,.27230763,1988-11-01
Men's socks,7080,.29192305,1988-11-01
Men's socks,8090,.42653847,1988-11-01
Lettuce,10,.54500002,1988-12-01
Lettuce,1020,.10833329,1988-12-01
Lettuce,2030,.070000052,1988-12-01
Lettuce,3040,.050833285,1988-12-01
Lettuce,4050,.035833359,1988-12-01
Lettuce,5060,.049166679,1988-12-01
Lettuce,6070,.044166625,1988-12-01
Lettuce,7080,.010416687,1988-12-01
Lettuce,8090,.037083328,1988-12-01
Cigarettes,10,1.4491668,1988-12-01
Cigarettes,1020,.0058332682,1988-12-01
Cigarettes,2030,.014583349,1988-12-01
Cigarettes,3040,.013749957,1988-12-01
Cigarettes,4050,.028749943,1988-12-01
Cigarettes,5060,.029583335,1988-12-01
Cigarettes,6070,.040000081,1988-12-01
Cigarettes,7080,.017499924,1988-12-01
Cigarettes,8090,.0099999905,1988-12-01
Men's socks,10,1.1884615,1988-12-01
Men's socks,1020,.25923073,1988-12-01
Men's socks,2030,.18076932,1988-12-01
Men's socks,3040,.16499996,1988-12-01
Men's socks,4050,.19730771,1988-12-01
Men's socks,5060,.2596153,1988-12-01
Men's socks,6070,.27038455,1988-12-01
Men's socks,7080,.26576924,1988-12-01
Men's socks,8090,.44346166,1988-12-01
Lettuce,10,.67083335,1989-01-01
Lettuce,1020,.094166636,1989-01-01
Lettuce,2030,.03791666,1989-01-01
Lettuce,3040,.051666677,1989-01-01
Lettuce,4050,.043333352,1989-01-01
Lettuce,5060,.033749998,1989-01-01
Lettuce,6070,.018750012,1989-01-01
Lettuce,7080,.032499969,1989-01-01
Lettuce,8090,.017916739,1989-01-01
Cigarettes,10,1.4533334,1989-01-01
Cigarettes,1020,.009583354,1989-01-01
Cigarettes,2030,.010416627,1989-01-01
Cigarettes,3040,.015416622,1989-01-01
Cigarettes,4050,.027083397,1989-01-01
Cigarettes,5060,.035416603,1989-01-01
Cigarettes,6070,.030416727,1989-01-01
Cigarettes,7080,.02125001,1989-01-01
Cigarettes,8090,.0062499046,1989-01-01
Men's socks,10,1.2430769,1989-01-01
Men's socks,1020,.22730768,1989-01-01
Men's socks,2030,.23884618,1989-01-01
Men's socks,3040,.15038466,1989-01-01
Men's socks,4050,.23115385,1989-01-01
Men's socks,5060,.20923066,1989-01-01
Men's socks,6070,.25076938,1989-01-01
Men's socks,7080,.33192301,1989-01-01
Men's socks,8090,.42961526,1989-01-01
Lettuce,10,.52083331,1989-03-01
Lettuce,1020,.063333333,1989-03-01
Lettuce,2030,.059583366,1989-03-01
Lettuce,3040,.053749979,1989-03-01
Lettuce,4050,.034166694,1989-03-01
Lettuce,5060,.024166644,1989-03-01
Lettuce,6070,.035833359,1989-03-01
Lettuce,7080,.020833313,1989-03-01
Lettuce,8090,.047500014,1989-03-01
Cigarettes,10,1.4608333,1989-03-01
Cigarettes,1020,.0050001144,1989-03-01
Cigarettes,2030,.0074999332,1989-03-01
Cigarettes,3040,.018333316,1989-03-01
Cigarettes,4050,.03125,1989-03-01
Cigarettes,5060,.032500029,1989-03-01
Cigarettes,6070,.032499909,1989-03-01
Cigarettes,7080,.017083406,1989-03-01
Cigarettes,8090,.0049999952,1989-03-01
Men's socks,10,1.2884616,1989-03-01
Men's socks,1020,.2334615,1989-03-01
Men's socks,2030,.29423082,1989-03-01
Men's socks,3040,.21038449,1989-03-01
Men's socks,4050,.17076921,1989-03-01
Men's socks,5060,.22269249,1989-03-01
Men's socks,6070,.29461527,1989-03-01
Men's socks,7080,.34307694,1989-03-01
Men's socks,8090,.48615384,1989-03-01
Lettuce,10,.49041668,1989-04-01
Lettuce,1020,.049583346,1989-04-01
Lettuce,2030,.052083313,1989-04-01
Lettuce,3040,.03791666,1989-04-01
Lettuce,4050,.026666641,1989-04-01
Lettuce,5060,.039583385,1989-04-01
Lettuce,6070,.027083337,1989-04-01
Lettuce,7080,.024166644,1989-04-01
Lettuce,8090,.060833335,1989-04-01
Lettuce,10,.565,1989-05-01
Lettuce,1020,.079166651,1989-05-01
Lettuce,2030,.067499995,1989-05-01
Lettuce,3040,.045833349,1989-05-01
Lettuce,4050,.051666677,1989-05-01
Lettuce,5060,.050833344,1989-05-01
Lettuce,6070,.054999948,1989-05-01
Lettuce,7080,.021666706,1989-05-01
Lettuce,8090,.050833344,1989-05-01
Cigarettes,10,1.455,1989-05-01
Cigarettes,1020,.014166713,1989-05-01
Cigarettes,2030,.012499928,1989-05-01
Cigarettes,3040,.010833383,1989-05-01
Cigarettes,4050,.029999971,1989-05-01
Cigarettes,5060,.031666636,1989-05-01
Cigarettes,6070,.033333302,1989-05-01
Cigarettes,7080,.018750072,1989-05-01
Cigarettes,8090,.0037499666,1989-05-01
Men's socks,10,1.4061538,1989-05-01
Men's socks,1020,.32000005,1989-05-01
Men's socks,2030,.11923075,1989-05-01
Men's socks,3040,.23076916,1989-05-01
Men's socks,4050,.20769238,1989-05-01
Men's socks,5060,.16269231,1989-05-01
Men's socks,6070,.31500006,1989-05-01
Men's socks,7080,.35846162,1989-05-01
Men's socks,8090,.40538454,1989-05-01
Lettuce,10,.49583334,1989-06-01
Lettuce,1020,.094583333,1989-06-01
Lettuce,2030,.025416672,1989-06-01
Lettuce,3040,.050000012,1989-06-01
Lettuce,4050,.030833304,1989-06-01
Lettuce,5060,.046666682,1989-06-01
Lettuce,6070,.024166703,1989-06-01
Lettuce,7080,.032499969,1989-06-01
Lettuce,8090,.035833299,1989-06-01
Cigarettes,10,1.4591668,1989-06-01
Cigarettes,1020,.012916565,1989-06-01
Cigarettes,2030,.0087500811,1989-06-01
Cigarettes,3040,.014999986,1989-06-01
Cigarettes,4050,.029999971,1989-06-01
Cigarettes,5060,.036666632,1989-06-01
Cigarettes,6070,.029166698,1989-06-01
Cigarettes,7080,.016666651,1989-06-01
Cigarettes,8090,.0016666651,1989-06-01
Men's socks,10,1.4361539,1989-06-01
Men's socks,1020,.27076924,1989-06-01
Men's socks,2030,.24000001,1989-06-01
Men's socks,3040,.13307679,1989-06-01
Men's socks,4050,.26923084,1989-06-01
Men's socks,5060,.22923088,1989-06-01
Men's socks,6070,.27692294,1989-06-01
Men's socks,7080,.2715385,1989-06-01
Men's socks,8090,.32615376,1989-06-01
Lettuce,10,.49291667,1989-07-01
Lettuce,1020,.047916681,1989-07-01
Lettuce,2030,.030833304,1989-07-01
Lettuce,3040,.032916665,1989-07-01
Lettuce,4050,.02125001,1989-07-01
Lettuce,5060,.028750002,1989-07-01
Lettuce,6070,.017083347,1989-07-01
Lettuce,7080,.016250014,1989-07-01
Lettuce,8090,.051249981,1989-07-01
Cigarettes,10,1.4591668,1989-07-01
Cigarettes,1020,.010416627,1989-07-01
Cigarettes,2030,.015416622,1989-07-01
Cigarettes,3040,.014166713,1989-07-01
Cigarettes,4050,.024166584,1989-07-01
Cigarettes,5060,.034166694,1989-07-01
Cigarettes,6070,.032916665,1989-07-01
Cigarettes,7080,.016250014,1989-07-01
Cigarettes,8090,.0041667223,1989-07-01
Men's socks,10,1.3253846,1989-07-01
Men's socks,1020,.27346158,1989-07-01
Men's socks,2030,.17961538,1989-07-01
Men's socks,3040,.20346153,1989-07-01
Men's socks,4050,.19230771,1989-07-01
Men's socks,5060,.24846148,1989-07-01
Men's socks,6070,.2057693,1989-07-01
Men's socks,7080,.26884604,1989-07-01
Men's socks,8090,.47884631,1989-07-01
Lettuce,10,.5070833,1989-08-01
Lettuce,1020,.059166729,1989-08-01
Lettuce,2030,.03458333,1989-08-01
Lettuce,3040,.031666636,1989-08-01
Lettuce,4050,.048749983,1989-08-01
Lettuce,5060,.023750067,1989-08-01
Lettuce,6070,.027499974,1989-08-01
Lettuce,7080,.014166653,1989-08-01
Lettuce,8090,.05916667,1989-08-01
Cigarettes,10,1.46,1989-08-01
Cigarettes,1020,.0074999332,1989-08-01
Cigarettes,2030,.0054167509,1989-08-01
Cigarettes,3040,.022083282,1989-08-01
Cigarettes,4050,.029999971,1989-08-01
Cigarettes,5060,.032083392,1989-08-01
Cigarettes,6070,.03125,1989-08-01
Cigarettes,7080,.019166708,1989-08-01
Cigarettes,8090,.0033333302,1989-08-01
Men's socks,10,1.3546154,1989-08-01
Men's socks,1020,.32230759,1989-08-01
Men's socks,2030,.14076924,1989-08-01
Men's socks,3040,.19346166,1989-08-01
Men's socks,4050,.26730752,1989-08-01
Men's socks,5060,.17076921,1989-08-01
Men's socks,6070,.26384616,1989-08-01
Men's socks,7080,.29230785,1989-08-01
Men's socks,8090,.55461526,1989-08-01
Lettuce,10,.48458332,1989-09-01
Lettuce,1020,.053333342,1989-09-01
Lettuce,2030,.047500014,1989-09-01
Lettuce,3040,.030833304,1989-09-01
Lettuce,4050,.035416663,1989-09-01
Lettuce,5060,.020833373,1989-09-01
Lettuce,6070,.013749957,1989-09-01
Lettuce,7080,.013750017,1989-09-01
Lettuce,8090,.041666687,1989-09-01
Cigarettes,10,1.4579167,1989-09-01
Cigarettes,1020,.0087499619,1989-09-01
Cigarettes,2030,.012500048,1989-09-01
Cigarettes,3040,.017499924,1989-09-01
Cigarettes,4050,.025833368,1989-09-01
Cigarettes,5060,.034999967,1989-09-01
Cigarettes,6070,.03125,1989-09-01
Cigarettes,7080,.018750072,1989-09-01
Cigarettes,8090,.002499938,1989-09-01
Men's socks,10,1.3661538,1989-09-01
Men's socks,1020,.23615384,1989-09-01
Men's socks,2030,.22076929,1989-09-01
Men's socks,3040,.25,1989-09-01
Men's socks,4050,.18538451,1989-09-01
Men's socks,5060,.24807692,1989-09-01
Men's socks,6070,.32038474,1989-09-01
Men's socks,7080,.25115371,1989-09-01
Men's socks,8090,.57346153,1989-09-01
Lettuce,10,.48416665,1989-10-01
Lettuce,1020,.053750008,1989-10-01
Lettuce,2030,.047083318,1989-10-01
Lettuce,3040,.035000026,1989-10-01
Lettuce,4050,.032499969,1989-10-01
Lettuce,5060,.026250005,1989-10-01
Lettuce,6070,.027083337,1989-10-01
Lettuce,7080,.024166703,1989-10-01
Lettuce,8090,.039166689,1989-10-01
Cigarettes,10,1.4633334,1989-10-01
Cigarettes,1020,.016666651,1989-10-01
Cigarettes,2030,.018333316,1989-10-01
Cigarettes,3040,.024166703,1989-10-01
Cigarettes,4050,.022499919,1989-10-01
Cigarettes,5060,.033333421,1989-10-01
Cigarettes,6070,.034166574,1989-10-01
Cigarettes,7080,.025833368,1989-10-01
Cigarettes,8090,.010833263,1989-10-01
Men's socks,10,1.3684615,1989-10-01
Men's socks,1020,.32923079,1989-10-01
Men's socks,2030,.20923078,1989-10-01
Men's socks,3040,.16346145,1989-10-01
Men's socks,4050,.1761539,1989-10-01
Men's socks,5060,.22269225,1989-10-01
Men's socks,6070,.35807705,1989-10-01
Men's socks,7080,.21576929,1989-10-01
Men's socks,8090,.60769224,1989-10-01
Lettuce,10,.58833331,1989-11-01
Lettuce,1020,.084583342,1989-11-01
Lettuce,2030,.061250031,1989-11-01
Lettuce,3040,.064999998,1989-11-01
Lettuce,4050,.053749979,1989-11-01
Lettuce,5060,.019583344,1989-11-01
Lettuce,6070,.029166639,1989-11-01
Lettuce,7080,.029583335,1989-11-01
Lettuce,8090,.049583375,1989-11-01
Cigarettes,10,1.4816667,1989-11-01
Cigarettes,1020,.015416622,1989-11-01
Cigarettes,2030,.011250019,1989-11-01
Cigarettes,3040,.019583344,1989-11-01
Cigarettes,4050,.023333311,1989-11-01
Cigarettes,5060,.038333416,1989-11-01
Cigarettes,6070,.033333302,1989-11-01
Cigarettes,7080,.018749952,1989-11-01
Cigarettes,8090,.0083333254,1989-11-01
Men's socks,10,1.3746154,1989-11-01
Men's socks,1020,.41999996,1989-11-01
Men's socks,2030,.21692312,1989-11-01
Men's socks,3040,.17538452,1989-11-01
Men's socks,4050,.14961553,1989-11-01
Men's socks,5060,.25730753,1989-11-01
Men's socks,6070,.31538463,1989-11-01
Men's socks,7080,.28615403,1989-11-01
Men's socks,8090,.62230754,1989-11-01
Lettuce,10,.57541668,1989-12-01
Lettuce,1020,.080833316,1989-12-01
Lettuce,2030,.067499995,1989-12-01
Lettuce,3040,.055416703,1989-12-01
Lettuce,4050,.041666627,1989-12-01
Lettuce,5060,.035000026,1989-12-01
Lettuce,6070,.050833344,1989-12-01
Lettuce,7080,.037499964,1989-12-01
Lettuce,8090,.042500019,1989-12-01
Cigarettes,10,1.4858334,1989-12-01
Cigarettes,1020,.012499928,1989-12-01
Cigarettes,2030,.0075000525,1989-12-01
Cigarettes,3040,.024166584,1989-12-01
Cigarettes,4050,.026666641,1989-12-01
Cigarettes,5060,.037500024,1989-12-01
Cigarettes,6070,.029999971,1989-12-01
Cigarettes,7080,.017916679,1989-12-01
Cigarettes,8090,.0079166889,1989-12-01
Men's socks,10,1.3642308,1989-12-01
Men's socks,1020,.42538464,1989-12-01
Men's socks,2030,.19115388,1989-12-01
Men's socks,3040,.17269218,1989-12-01
Men's socks,4050,.19038463,1989-12-01
Men's socks,5060,.27692318,1989-12-01
Men's socks,6070,.25846148,1989-12-01
Men's socks,7080,.33269238,1989-12-01
Men's socks,8090,.53115368,1989-12-01
Lettuce,10,.67666668,1990-01-01
Lettuce,1020,.10416669,1990-01-01
Lettuce,2030,.052083313,1990-01-01
Lettuce,3040,.06583333,1990-01-01
Lettuce,4050,.052916646,1990-01-01
Lettuce,5060,.040000021,1990-01-01
Lettuce,6070,.020833373,1990-01-01
Lettuce,7080,.014166594,1990-01-01
Lettuce,8090,.07249999,1990-01-01
Cigarettes,10,1.4866667,1990-01-01
Cigarettes,1020,.012500048,1990-01-01
Cigarettes,2030,.011666656,1990-01-01
Cigarettes,3040,.019166589,1990-01-01
Cigarettes,4050,.032083392,1990-01-01
Cigarettes,5060,.033333302,1990-01-01
Cigarettes,6070,.03125,1990-01-01
Cigarettes,7080,.015833259,1990-01-01
Cigarettes,8090,.0075000525,1990-01-01
Men's socks,10,1.3530769,1990-01-01
Men's socks,1020,.43807697,1990-01-01
Men's socks,2030,.15730762,1990-01-01
Men's socks,3040,.16499996,1990-01-01
Men's socks,4050,.17307687,1990-01-01
Men's socks,5060,.17807698,1990-01-01
Men's socks,6070,.35423088,1990-01-01
Men's socks,7080,.27499986,1990-01-01
Men's socks,8090,.48846149,1990-01-01
Lettuce,10,.62833333,1990-02-01
Lettuce,1020,.11500001,1990-02-01
Lettuce,2030,.050833344,1990-02-01
Lettuce,3040,.050416648,1990-02-01
Lettuce,4050,.052083313,1990-02-01
Lettuce,5060,.030000031,1990-02-01
Lettuce,6070,.047500014,1990-02-01
Lettuce,7080,.02458334,1990-02-01
Lettuce,8090,.040416658,1990-02-01
Pub Meal,10,1.7333333,1990-02-01
Pub Meal,1020,.24583328,1990-02-01
Pub Meal,2030,.12916672,1990-02-01
Pub Meal,3040,.17916656,1990-02-01
Pub Meal,4050,.19791675,1990-02-01
Pub Meal,5060,.22708344,1990-02-01
Pub Meal,6070,.1583333,1990-02-01
Pub Meal,7080,.27499986,1990-02-01
Pub Meal,8090,.36249995,1990-02-01
Cigarettes,10,1.4895834,1990-02-01
Cigarettes,1020,.016250014,1990-02-01
Cigarettes,2030,.012499928,1990-02-01
Cigarettes,3040,.014166713,1990-02-01
Cigarettes,4050,.029166579,1990-02-01
Cigarettes,5060,.035833359,1990-02-01
Cigarettes,6070,.029999971,1990-02-01
Cigarettes,7080,.01666677,1990-02-01
Cigarettes,8090,.0058332682,1990-02-01
Men's socks,10,1.3907692,1990-02-01
Men's socks,1020,.31923079,1990-02-01
Men's socks,2030,.18461537,1990-02-01
Men's socks,3040,.17076921,1990-02-01
Men's socks,4050,.12730765,1990-02-01
Men's socks,5060,.23461533,1990-02-01
Men's socks,6070,.28884625,1990-02-01
Men's socks,7080,.23038459,1990-02-01
Men's socks,8090,.61884618,1990-02-01
Lettuce,10,.60250002,1990-03-01
Lettuce,1020,.063333333,1990-03-01
Lettuce,2030,.060000002,1990-03-01
Lettuce,3040,.029999971,1990-03-01
Lettuce,4050,.017500043,1990-03-01
Lettuce,5060,.025833309,1990-03-01
Lettuce,6070,.010833323,1990-03-01
Lettuce,7080,.055000007,1990-03-01
Lettuce,8090,.084999979,1990-03-01
Pub Meal,10,1.5666667,1990-03-01
Pub Meal,1020,.27499998,1990-03-01
Pub Meal,2030,.14999998,1990-03-01
Pub Meal,3040,.14999998,1990-03-01
Pub Meal,4050,.2166667,1990-03-01
Pub Meal,5060,.23333335,1990-03-01
Pub Meal,6070,.1833334,1990-03-01
Pub Meal,7080,.3416667,1990-03-01
Pub Meal,8090,.4708333,1990-03-01
Cigarettes,10,1.48625,1990-03-01
Cigarettes,1020,.0112499,1990-03-01
Cigarettes,2030,.01333344,1990-03-01
Cigarettes,3040,.020416617,1990-03-01
Cigarettes,4050,.022500038,1990-03-01
Cigarettes,5060,.037499905,1990-03-01
Cigarettes,6070,.03125,1990-03-01
Cigarettes,7080,.019999981,1990-03-01
Cigarettes,8090,.0075000525,1990-03-01
Men's socks,10,1.3757693,1990-03-01
Men's socks,1020,.39384615,1990-03-01
Men's socks,2030,.11884618,1990-03-01
Men's socks,3040,.17999983,1990-03-01
Men's socks,4050,.17153859,1990-03-01
Men's socks,5060,.2249999,1990-03-01
Men's socks,6070,.27653861,1990-03-01
Men's socks,7080,.39076924,1990-03-01
Men's socks,8090,.58576918,1990-03-01
Lettuce,10,.70541668,1990-04-01
Lettuce,1020,.11708331,1990-04-01
Lettuce,2030,.044583321,1990-04-01
Lettuce,3040,.061250031,1990-04-01
Lettuce,4050,.033749998,1990-04-01
Lettuce,5060,.032916665,1990-04-01
Lettuce,6070,.038750052,1990-04-01
