date_quote_s,date_quote_e,date,date2,date4,quote_date,percentile,p,pWd,pWs,infl,inflW,item_id,period
198802,202207,9,01-10-1988,1988-10-01,198810,90,2561.461514599621,0,21.25017114384536,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,10,993.9064845517278,0,8.153815183286497,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,20,1133.93402723223,0,9.278687240053841,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,30,1277.570875704288,0,10.49836572593631,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,40,1405.709328100085,0,11.69102177017339,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,50,1564.197523094714,0,13.02518994872662,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,60,1717.838911660016,0,14.23190968453855,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,70,1859.64120528847,0,15.46122464100335,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,80,2157.701466776431,0,17.97131731994887,0,0,106,1988-2022
198802,202207,10,01-11-1988,1988-11-01,198811,90,2515.491536207497,0,20.8624622319403,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,10,985.8473983258009,0,8.102251753058226,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,20,1136.207210533321,0,9.309379400707257,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,30,1280.608160823584,0,10.57126809629699,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,40,1410.412496656179,0,11.75721101339877,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,50,1565.231710098684,0,13.03272835158714,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,60,1742.918223790824,0,14.44955258408299,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,70,1891.064836524427,0,15.74113450122968,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,80,2139.61622556299,0,17.81739856354397,0,0,106,1988-2022
198802,202207,11,01-12-1988,1988-12-01,198812,90,2580.134268201888,0,21.37937799619249,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,10,969.7364955171943,0,7.959876325352525,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,20,1108.100064106286,0,9.115377123023791,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,30,1243.179063349962,0,10.1848567076886,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,40,1413.775325395167,0,11.76230975845101,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,50,1593.515582345426,0,13.26153923989477,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,60,1728.59016533941,0,14.37246325477463,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,70,1928.829270966351,0,16.0295740644724,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,80,2199.181463159621,0,18.25196671263984,0,0,106,1988-2022
198802,202207,12,01-01-1989,1989-01-01,198901,90,2592.874268330634,0,21.41794310206751,0,0,106,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,10,998.287969879806,0,8.215710365875566,749.0607041399926,.0741594866240121,105,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,20,1127.25687443465,0,9.298292265819327,743.3583121746778,.0749462291641976,105,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,30,1287.02338386327,0,10.69021648901253,824.9300968134776,.0803733492816718,105,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,40,1474.773776344955,0,12.29732179463463,960.6086785672233,.0890122030805287,105,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,50,1649.509787224233,0,13.75336376378982,817.6160201895982,.0747198698245484,105,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,60,1777.263565681875,0,14.81479762325034,762.3972567729652,.0707151981187053,105,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,70,1944.662008561194,0,16.25227947928215,710.1272087544203,.0684893594043388,105,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,80,2223.430126748979,0,18.54219858015858,792.7323954645544,.07482120192617,105,1988-2022
198802,202207,14,01-03-1989,1989-03-01,198903,90,2666.613571636379,0,22.13092384696211,1020.828627987066,.0959410899964723,105,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,10,30.64537618309259,0,.2656845970413997,129.2685511987656,.0084690499188582,36,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,20,33.39565567672253,0,.2899976580156363,166.1384541541338,.0133726968088013,36,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,30,34.80454973131418,0,.304424507827207,194.1091544926167,.0169672570591501,36,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,40,35.8516129180789,0,.3125242003516178,198.292919062078,.0143251751469506,36,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,50,37.09823011606932,0,.3244209797048825,172.450946085155,.0140144833294471,36,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,60,38.38666249066591,0,.3366696178491111,197.2977491095662,.0160432301017863,36,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,70,40.02669454365969,0,.3525285753348726,199.2607346735895,.0168399838512414,36,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,80,41.88605081290007,0,.3704850729482132,214.1844292171299,.0175422547472408,36,1988-2022
198802,202207,15,01-04-1989,1989-04-01,198904,90,45.18293147534132,0,.4019354710399057,228.1634971499443,.0189141687915253,36,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,10,1017.476749680936,0,8.373308146685304,788.073127696407,.0744559153552018,106,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,20,1150.920878358185,0,9.491150413370633,812.9265950527042,.0781077185383765,106,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,30,1319.889767102897,0,10.96394612173754,898.2153835706413,.0848165909865202,106,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,40,1497.550257883966,0,12.50472279881797,939.509682188509,.0860105203904595,106,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,50,1660.698450945318,0,13.85337955864816,924.2183272785041,.0857235598793977,106,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,60,1794.231212504208,0,15.01762425310881,777.9207025654614,.0704925830227694,106,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,70,1996.484201125801,0,16.7322805283402,681.1702501843683,.0644829534312521,106,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,80,2268.231291048229,0,18.96062722475472,864.9553220304369,.0809060904964269,106,1988-2022
198802,202207,16,01-05-1989,1989-05-01,198905,90,2739.176338307559,0,22.8281651142097,1018.965379148722,.0972276663796947,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,10,1025.198913276196,0,8.425604828655196,809.1718734591268,.0710854863091299,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,20,1185.897917285562,0,9.790766313024506,805.2398697822355,.0741972389550938,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,30,1331.858860872686,0,11.06175053823245,863.6772805824876,.0807465820180369,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,40,1512.139574028552,0,12.63107864651101,960.6469138583634,.0843714392067341,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,50,1662.358238317072,0,13.854382360405,788.3198514347896,.069563755895615,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,60,1801.132376365364,0,15.06634305399348,688.5642409906723,.059838782047791,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,70,2019.259917281568,0,16.90604701154371,629.6415932825767,.0571967340051742,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,80,2271.664496712387,0,18.97946569893247,742.0716470936895,.0662819675353603,106,1988-2022
198802,202207,17,01-06-1989,1989-06-01,198906,90,2762.031460590661,0,22.93958288983413,972.9793734150007,.0927782925027714,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,10,1022.284956149757,0,8.414721984612697,828.6826979136094,.0669544485958795,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,20,1179.147038400173,0,9.724292819002585,817.2171727521345,.0679343936958503,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,30,1302.537744514644,0,10.77413533213985,948.5685330349952,.0839949942019302,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,40,1462.024351574481,0,12.19526506121474,822.2416829783469,.0713715503407002,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,50,1627.236779458821,0,13.56890423956065,813.6311758600641,.0740572261672696,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,60,1771.69351810962,0,14.83194895798079,746.8070035509299,.0666331023901421,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,70,1970.09958640486,0,16.4779089483709,737.9603833192959,.0655408904776777,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,80,2246.230201773345,0,18.80874957802007,858.6552473017946,.0773500915493059,106,1988-2022
198802,202207,18,01-07-1989,1989-07-01,198907,90,2667.768540434539,0,22.21843241609167,945.4636443726486,.0926277741079957,106,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,10,1020.8479084149,0,8.394014102777874,0,0,105,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,20,1166.012251123786,0,9.595431851361354,0,0,105,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,30,1348.46388220042,0,11.1368795676899,0,0,105,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,40,1499.69800067693,0,12.49577974713611,0,0,105,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,50,1642.86327277869,0,13.79695983556303,0,0,105,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,60,1796.02761041373,0,15.06468841683818,0,0,105,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,70,1993.147884525359,0,16.68250537692802,0,0,105,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,80,2244.130645282567,0,18.77607798547251,0,0,105,1988-2022
198802,202207,19,01-08-1989,1989-08-01,198908,90,2654.092509232461,0,22.11374263616744,0,0,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,10,1035.963139928877,0,8.539118888518715,866.5286968695,.0725452184706228,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,20,1179.613391205668,0,9.719878003197664,730.2824761718512,.0651616719983394,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,30,1351.237414896488,0,11.17016660048102,963.9232310466468,.0876768054131389,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,40,1520.656295947731,0,12.71773800282972,862.9248587763868,.075302688012016,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,50,1671.701692409813,0,14.05100238998421,849.389611222432,.0776944522248186,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,60,1801.521507792175,0,15.08708436746383,771.7767567606643,.0667799008133443,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,70,2006.477908171713,0,16.80048568634083,835.341960657388,.0724532293497759,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,80,2274.499270029366,0,19.05649752676254,893.4200074756518,.0800786634981705,105,1988-2022
198802,202207,20,01-09-1989,1989-09-01,198909,90,2642.521389015019,0,22.02301643160172,849.84748410061,.0782122539415013,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,10,1030.43494605273,0,8.485685966115852,839.5508618094027,.069931429641656,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,20,1200.170888580382,0,9.882821675673767,807.2122904704884,.0680123344409367,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,30,1384.344568274915,0,11.477829414187,986.3672744482756,.0861278630104607,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,40,1554.423239670694,0,12.99811703263549,881.5538936527446,.0764490708752419,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,50,1692.731707073748,0,14.18364047049545,799.7134854085743,.0722673912259779,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,60,1849.13604670018,0,15.50224909180542,822.4349550109764,.0746983753758172,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,70,2032.168134324253,0,17.06277034146478,779.2889342341368,.0732091013870217,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,80,2271.042016305029,0,19.0344788710936,815.5772098165471,.0731456928024272,105,1988-2022
198802,202207,21,01-10-1989,1989-10-01,198910,90,2681.827068783343,0,22.31701559585053,809.5321534899995,.0755083656331408,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,10,1042.277457423508,0,8.583016012293228,781.1709111556411,.0653695439941657,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,20,1210.653850071132,0,9.964372193644522,825.272157796644,.0695803097762564,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,30,1392.627754591405,0,11.55573310639011,951.9018196151592,.0832978579055634,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,40,1586.329944781959,0,13.25357746070949,871.2062341510318,.0759367626819767,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,50,1717.620897836983,0,14.3843861411442,780.3255104430718,.0729931953992491,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,60,1857.203104861081,0,15.55968630564166,823.9487006561831,.0723232966543037,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,70,2083.674607567489,0,17.4820563919493,817.7783254999667,.0743254277604137,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,80,2303.533412776887,0,19.25708165887045,739.7217746947717,.0685984639681578,105,1988-2022
198802,202207,22,01-11-1989,1989-11-01,198911,90,2765.087785042822,0,22.88221998268273,862.3394425492734,.0776595039915264,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,10,1047.771555803716,0,8.631754026595445,839.4403507350944,.0725801258249703,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,20,1192.124193452299,0,9.81076960687642,772.7662495221011,.06483824215411,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,30,1384.85571115464,0,11.4671974570374,888.3568043122068,.0762820999116229,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,40,1570.372785888612,0,13.1141411230783,882.11974495498,.0767735873669153,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,50,1705.13871846348,0,14.2713267581421,795.3460203221766,.0720000911569514,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,60,1853.617852784693,0,15.53144435182912,783.8330304482952,.0704744553040655,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,70,2074.766064025462,0,17.42358789109858,833.1904944498092,.0740708419093608,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,80,2314.679645814002,0,19.37085932289483,827.6254555705236,.0735218947136218,105,1988-2022
198802,202207,23,01-12-1989,1989-12-01,198912,90,2703.953453280032,0,22.46574023284484,820.6297022057697,.0773989425306354,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,10,1060.843365006149,0,8.743208140098432,850.8738031145185,.0791936481000448,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,20,1258.698859401047,0,10.30427803905332,806.2725871801376,.0674993221637123,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,30,1418.564801983535,0,11.74149295454845,878.6662380211055,.0818530503584043,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,40,1574.84960090369,0,13.1422465366195,762.3120109783486,.0650714435078044,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,50,1711.568724401295,0,14.33411022048676,775.8062624139711,.069610325315125,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,60,1878.606281362474,0,15.77923357003601,822.1820114355069,.0709839775635146,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,70,2084.486753351986,0,17.49219930852996,840.6718023819849,.0723726110691132,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,80,2295.437011562288,0,19.22132458013948,834.8997744964436,.0724274845324544,105,1988-2022
198802,202207,24,01-01-1990,1990-01-01,199001,90,2713.710025496781,0,22.59638982993783,742.7928762626834,.0712656321393297,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,10,1060.331319414079,0,8.73515238930122,0,0,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,20,1245.131595499814,0,10.27310875031981,0,0,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,30,1370.521388076246,0,11.29571087553632,0,0,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,40,1558.658696137369,0,12.90255987789715,0,0,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,50,1714.626806251705,0,14.37271561223315,0,0,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,60,1891.679241858423,0,15.86633708234876,0,0,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,70,2078.702224574983,0,17.4740189104923,0,0,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,80,2311.183986566961,0,19.51366002764553,0,0,105,1988-2022
198802,202207,25,01-02-1990,1990-02-01,199002,90,2733.997063823044,0,22.99876551784109,0,0,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,10,1082.554954461753,0,8.913608342205407,698.424050793983,.0610173220848083,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,20,1254.94726138562,0,10.41043834932498,821.7723710462451,.0688290925463662,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,30,1412.30616980046,0,11.67618064006092,732.8939641825855,.0625183075935638,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,40,1592.873137779534,0,13.25426760589471,745.0915558030829,.0604909103276441,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,50,1739.04081466049,0,14.56597921880893,830.3167910780758,.0748676545936178,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,60,1900.488658852875,0,15.9450032133027,778.1121640407946,.065098128664431,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,70,2115.102482639253,0,17.76246940059355,846.8248622841202,.0752797662516969,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,80,2345.024545677006,0,19.78856065927539,828.7177138787229,.0735807191467757,105,1988-2022
198802,202207,26,01-03-1990,1990-03-01,199003,90,2776.35844335705,0,23.3412958238041,826.2747875414789,.0753905738474714,105,1988-2022
198802,202207,27,01-04-1990,1990-04-01,199004,10,1097.782005526125,0,9.034101225755876,349.2479048669338,.0248103822177654,106,1988-2022
198802,202207,27,01-04-1990,1990-04-01,199004,20,1284.162735037506,0,10.6129048934672,287.575773242861,.0189654144305678,106,1988-2022
198802,202207,27,01-04-1990,1990-04-01,199004,30,1423.313448779285,0,11.72940748650581,332.562823779881,.0201967507891823,106,1988-2022
198802,202207,27,01-04-1990,1990-04-01,199004,40,1632.32859557122,0,13.60691749257967,362.222907692194,.0249958821950713,106,1988-2022
198802,202207,27,01-04-1990,1990-04-01,199004,50,1758.671706311405,0,14.80016691121273,380.3921960294247,.0266598684538621,106,1988-2022
198802,202207,27,01-04-1990,1990-04-01,199004,60,1930.789920680225,0,16.19502572476631,349.4579887017608,.0252772534950054,106,1988-2022
