date,quote_date,period,group,p,pWd,pWs,infl,inflW
14,198903,1988-2022,Top,1981.785233664016,0,16.53642522756369,755.0856203306466,.0713419198164047
15,198904,1988-2022,,45.18293147534132,0,.4019354710399057,228.1634971499443,.0189141687915253
15,198904,1988-2022,Bottom,32.9485271970431,0,.2867022542947477,163.1720532818387,.0129363345956032
15,198904,1988-2022,Middle,36.47492151707411,0,.3184725900282501,185.3719325736165,.0141698292381989
15,198904,1988-2022,Top,40.09980261574189,0,.353227755377399,203.5809710000952,.0168084895667562
16,198905,1988-2022,,2739.176338307559,0,22.8281651142097,1018.965379148722,.0972276663796947
16,198905,1988-2022,Bottom,1162.76246504734,0,9.609468227264491,833.0717021065842,.0791267416266995
16,198905,1988-2022,Middle,1579.124354414642,0,13.17905117873306,931.8640047335066,.0858670401349286
16,198905,1988-2022,Top,2019.648901559412,0,16.90351066873457,774.6820915934222,.0719605423168161
17,198906,1988-2022,,2762.031460590661,0,22.93958288983413,972.9793734150007,.0927782925027714
17,198906,1988-2022,Bottom,1180.985230478148,0,9.759373893304049,826.0296746079499,.0753431024274202
17,198906,1988-2022,Middle,1587.248906172812,0,13.24273050345801,874.4833826465765,.0769675975511745
17,198906,1988-2022,Top,2030.685596786439,0,16.98395192148989,686.7591604556461,.0611058278627752
18,198907,1988-2022,,2667.768540434539,0,22.21843241609167,945.4636443726486,.0926277741079957
18,198907,1988-2022,Bottom,1167.989913021525,0,9.637716711918378,864.8228012335798,.07296127883122
18,198907,1988-2022,Middle,1544.630565516651,0,12.8820846503877,817.9364294192055,.0727143882539849
18,198907,1988-2022,Top,1996.007768762608,0,16.70620249479058,781.1408780573402,.0698413614723753
19,198908,1988-2022,,2654.092509232461,0,22.11374263616744,0,0
19,198908,1988-2022,Bottom,1178.441347246369,0,9.708775173943044,0,0
19,198908,1988-2022,Middle,1571.28063672781,0,13.14636979134957,0,0
19,198908,1988-2022,Top,2011.102046740552,0,16.84109059307957,0,0
20,198909,1988-2022,,2642.521389015019,0,22.02301643160172,849.84748410061,.0782122539415013
20,198909,1988-2022,Bottom,1188.937982010345,0,9.809721164065801,853.5781346959993,.0751278986273671
20,198909,1988-2022,Middle,1596.178994178772,0,13.38437019640696,856.1572349994094,.0764985701184173
20,198909,1988-2022,Top,2027.499561997751,0,16.98135586018907,833.5129082979014,.0731039312204302
21,198910,1988-2022,,2681.827068783343,0,22.31701559585053,809.5321534899995,.0755083656331408
21,198910,1988-2022,Bottom,1204.983467636009,0,9.948779018658874,877.7101422427222,.0746905423643511
21,198910,1988-2022,Middle,1623.577473372221,0,13.59087875156547,840.6336895306595,.0743582310506099
21,198910,1988-2022,Top,2050.782065776487,0,17.19983276812127,805.7670330205534,.0736843898550887
22,198911,1988-2022,,2765.087785042822,0,22.88221998268273,862.3394425492734,.0776595039915264
22,198911,1988-2022,Bottom,1215.186354028682,0,10.03437377077595,852.7816295224815,.0727492372253285
22,198911,1988-2022,Middle,1651.975421309471,0,13.81898180092685,825.7658722970518,.0744649790406129
22,198911,1988-2022,Top,2081.470375068486,0,17.4329414521538,793.8162669503072,.0717490627942918
23,198912,1988-2022,,2703.953453280032,0,22.46574023284484,820.6297022057697,.0773989425306354
23,198912,1988-2022,Bottom,1208.250486803551,0,9.969907030169756,833.5211348564675,.0712334892969011
23,198912,1988-2022,Middle,1637.755752176046,0,13.6927339406102,838.7328826385783,.0743868392619333
23,198912,1988-2022,Top,2081.021187541386,0,17.44196385527418,814.8829934895426,.0726890639756827
24,199001,1988-2022,,2713.710025496781,0,22.59638982993783,742.7928762626834,.0712656321393297
24,199001,1988-2022,Bottom,1246.035675463577,0,10.26299304456673,845.2708761052539,.0761820068740538
24,199001,1988-2022,Middle,1643.209162652493,0,13.73817837855313,769.0591366961598,.0673408844114647
24,199001,1988-2022,Top,2086.176682092249,0,17.49758581956849,832.5845294379784,.0719280243883607
25,199002,1988-2022,,2733.997063823044,0,22.99876551784109,0,0
25,199002,1988-2022,Bottom,1225.328100996713,0,10.10132400505245,0,0
25,199002,1988-2022,Middle,1636.642751194537,0,13.63763774506515,0,0
25,199002,1988-2022,Top,2093.855151000122,0,17.6180053401622,0,0
26,199003,1988-2022,,2776.35844335705,0,23.3412958238041,826.2747875414789,.0753905738474714
26,199003,1988-2022,Bottom,1249.936128549278,0,10.33340911053043,751.0301286742712,.0641215740749127
26,199003,1988-2022,Middle,1665.956976220012,0,13.91012341235182,787.7041734405793,.0676792824606309
26,199003,1988-2022,Top,2120.205229056378,0,17.83201109105721,817.8849134012125,.0713195380209678
27,199004,1988-2022,,2902.752297334373,0,24.33331532665761,285.215587192215,.0188303061186161
27,199004,1988-2022,Bottom,1268.419396447639,0,10.45880453524296,323.1288339632253,.0213241824791718
27,199004,1988-2022,Middle,1695.500150941312,0,14.2035422018962,371.3075518608093,.0258278753244667
27,199004,1988-2022,Top,2158.561615067224,0,18.16178751927024,346.6303026924531,.0241015022729698
28,199005,1988-2022,,2960.833925895393,0,24.74076854035957,903.4048557863571,.0864608875647264
28,199005,1988-2022,Bottom,1278.595009513199,0,10.54176170135421,945.1626552875192,.0839970751012136
28,199005,1988-2022,Middle,1688.979491747916,0,14.17657104131649,907.3669694262207,.0807550210352019
28,199005,1988-2022,Top,2158.922352535029,0,18.15272681197773,976.4500852519026,.0909921735377187
29,199006,1988-2022,,2945.38983451575,0,24.72683641762706,830.9833685518242,.0858540996657666
29,199006,1988-2022,Bottom,1277.795686930418,0,10.53949710064141,880.8036070283075,.0822458241641471
29,199006,1988-2022,Middle,1701.536192968488,0,14.26444186718436,831.5390610958275,.0801598144257696
29,199006,1988-2022,Top,2158.584902750949,0,18.19154410995543,917.0470187455066,.0922313327783589
30,199007,1988-2022,,2881.313248954713,0,24.18326306814561,850.4364191787317,.0864544777068659
30,199007,1988-2022,Bottom,1259.274494009713,0,10.42456503892511,913.6785196140409,.089670683504058
30,199007,1988-2022,Middle,1689.405363604426,0,14.21542175579816,950.8237913847552,.094146334671791
30,199007,1988-2022,Top,2138.370729786654,0,18.02411184912004,974.4437262042387,.0947398778892345
31,199008,1988-2022,,2885.163012944162,0,24.10575405368581,818.4583326801658,.0838907306315377
31,199008,1988-2022,Bottom,1254.68297448506,0,10.34033171354289,948.4484156419057,.0873479143311139
31,199008,1988-2022,Middle,1709.077987164259,0,14.37706272190553,909.4872364184994,.0876887777111506
31,199008,1988-2022,Top,2143.179286845028,0,18.0096993863311,937.5425755938826,.0902807465410357
32,199009,1988-2022,,2894.648917414248,0,24.22260893613566,885.5920915084425,.0889525995430631
32,199009,1988-2022,Bottom,1298.996089937786,0,10.69656217786542,1062.358433209981,.095316307402148
32,199009,1988-2022,Middle,1743.83996732533,0,14.68243970052572,980.0306661745708,.093127009904947
32,199009,1988-2022,Top,2211.648759471873,0,18.57513808396955,989.5080175284724,.0945577442983563
33,199010,1988-2022,,2913.025828115642,0,24.34306814079173,863.2521007108153,.0887366743713187
33,199010,1988-2022,Bottom,1267.098406806588,0,10.41711719848293,955.9694100404158,.086950991439456
33,199010,1988-2022,Middle,1720.253640264273,0,14.48409279837506,911.0103621482267,.0887699453332971
33,199010,1988-2022,Top,2212.832286181549,0,18.57996246808519,987.3413019503156,.0932940923136509
34,199011,1988-2022,,2960.75977974385,0,24.86356469849125,887.4293465400115,.0948606320444014
34,199011,1988-2022,Bottom,1304.704190249244,0,10.77969371980968,956.9401372107677,.090607223144616
34,199011,1988-2022,Middle,1759.27300851047,0,14.80365706607699,959.5194017689209,.0922786584990263
34,199011,1988-2022,Top,2272.920621879399,0,19.11741057587399,1020.026644938237,.0972088163890135
35,199012,1988-2022,,3048.84072574228,0,25.52726586168865,1010.238024662249,.1002292208941071
35,199012,1988-2022,Bottom,1298.507182916005,0,10.70728074670963,925.5044620649036,.0858702471296813
35,199012,1988-2022,Middle,1765.463643915951,0,14.84829900902696,910.5523950791394,.089902488488633
35,199012,1988-2022,Top,2300.381752851109,0,19.3139331768228,1041.993083449294,.1001539003339834
36,199101,1988-2022,,2949.636403016746,0,24.7237811172381,956.0295252129436,.0984111892612418
36,199101,1988-2022,Bottom,1289.720450587571,0,10.62093502592567,898.5732852219371,.0812094075704408
36,199101,1988-2022,Middle,1718.791606612504,0,14.50502162775956,891.8124131785589,.087798798879021
36,199101,1988-2022,Top,2230.462962068617,0,18.80846975528402,941.9466060205499,.0930884830466236
37,199102,1988-2022,,3044.440936915576,0,25.60759889229666,1371.751256869175,.1316181484990011
37,199102,1988-2022,Bottom,1281.161806682746,0,10.6214230688444,1018.823058855196,.0944521229753263
37,199102,1988-2022,Middle,1766.08863042295,0,14.94391038187314,1129.595244163647,.1096797950031032
37,199102,1988-2022,Top,2300.994516007602,0,19.43276087509003,1129.481324510804,.1089648524509054
38,199103,1988-2022,,3106.557090006769,0,26.14894881215878,1085.011902358383,.1125972784930127
38,199103,1988-2022,Bottom,1314.972557981809,0,10.82175408896486,999.3874841490955,.0938524512248099
38,199103,1988-2022,Middle,1790.682165183127,0,15.09360887604998,1064.55877230037,.105227512074066
38,199103,1988-2022,Top,2358.014604724944,0,19.88891874533147,1120.427260582801,.1132252677410482
39,199104,1988-2022,,3272.524383597076,0,27.54733616375597,1378.475013445131,.1401614443238941
39,199104,1988-2022,Bottom,1364.635848551989,0,11.20683254670682,1067.814156684714,.1084205117339631
39,199104,1988-2022,Middle,1860.649564683437,0,15.65563224212383,1167.98205873929,.1219168375482695
39,199104,1988-2022,Top,2453.151275850832,0,20.6508610084032,1174.588360080573,.1216798143088151
40,199105,1988-2022,,3242.588692270219,0,27.29076875431929,1264.78628537152,.1343041142526999
40,199105,1988-2022,Bottom,1354.852736180027,0,11.12414695702319,960.7791994116269,.0965683479400165
40,199105,1988-2022,Middle,1858.136712238193,0,15.62109323198092,1077.064938109834,.1116567529779786
40,199105,1988-2022,Top,2453.526460312307,0,20.6235890579798,1150.015719366881,.1209126454197455
41,199106,1988-2022,,3308.453708074987,0,27.76032651448622,1340.552723314613,.1351216806215234
41,199106,1988-2022,Bottom,1377.915719772379,0,11.30846853711167,1078.181487880647,.1030401526501616
41,199106,1988-2022,Middle,1883.939544543624,0,15.81632431320031,1226.562121720053,.1216610389656125
41,199106,1988-2022,Top,2475.179386151334,0,20.84887030208483,1275.465822972668,.1269550859439429
42,199107,1988-2022,,3183.544805750251,0,26.6669167020591,1288.360273232684,.1325218705860607
42,199107,1988-2022,Bottom,1338.512225220601,0,11.06427759241584,953.831838373056,.092349276874567
42,199107,1988-2022,Middle,1858.324215181172,0,15.64164746913593,1072.499051179329,.1071589773199548
42,199107,1988-2022,Top,2413.233619766931,0,20.33407663734397,1189.632601011544,.1223573193935105
43,199108,1988-2022,,3312.445495136082,0,27.91228836990194,1271.68870868627,.1305148352766992
43,199108,1988-2022,Bottom,1355.5863746653,0,11.28476498901728,966.615507620736,.0994382951751807
43,199108,1988-2022,Middle,1895.369163356721,0,15.97959925973555,1055.581573245581,.1106457674882222
43,199108,1988-2022,Top,2456.977716716627,0,20.73452779483826,1156.452122650808,.1224431824164185
44,199109,1988-2022,,3307.950702227652,0,27.91936022933805,1256.485206726938,.1363873757472902
44,199109,1988-2022,Bottom,1361.590074561536,0,11.29629638636834,747.8435397148132,.0834258257236797
44,199109,1988-2022,Middle,1891.077165707946,0,15.92244447156554,974.8644033272285,.1044157982444176
44,199109,1988-2022,Top,2482.642825710277,0,20.92740279824163,1158.098271683654,.1257466235956599
45,199110,1988-2022,,3349.315941222012,0,28.27526364545338,1214.266564580612,.1282784895320219
45,199110,1988-2022,Bottom,1390.724952891469,0,11.53504994202134,801.876326611576,.0886578238745036
45,199110,1988-2022,Middle,1890.011926487088,0,15.93226221139776,926.5419779374497,.1012733581176235
45,199110,1988-2022,Top,2497.463541092972,0,21.06813508149935,1024.904130492359,.113178724632841
46,199111,1988-2022,,3392.553905881941,0,28.68895786511712,1231.555592711084,.1331281819329888
46,199111,1988-2022,Bottom,1405.323217324913,0,11.66569813447616,774.5993761500964,.0826805063608163
46,199111,1988-2022,Middle,1885.154365092516,0,15.91052700055297,906.5588280558586,.0964770530258647
46,199111,1988-2022,Top,2508.019152817627,0,21.18701644658965,1102.698423377296,.123334793259365
47,199112,1988-2022,,3408.733903773129,0,28.819519789482,1091.689460212365,.1227836321086215
47,199112,1988-2022,Bottom,1411.437040401002,0,11.69292996377529,769.6671038720524,.0852819562480818
47,199112,1988-2022,Middle,1890.998023048043,0,15.91948202293133,911.0100856749341,.0963770208554706
47,199112,1988-2022,Top,2532.910295523703,0,21.38980491566084,1047.76769161302,.1163607425146438
48,199201,1988-2022,,3235.120282739401,0,27.33635752461851,1012.022665515542,.1039737299033732
48,199201,1988-2022,Bottom,1342.875935636461,0,11.21251944503941,743.8568264313895,.086976136204252
48,199201,1988-2022,Middle,1837.208207301795,0,15.47870734153548,932.6801581890322,.0997175078591681
48,199201,1988-2022,Top,2417.27528718859,0,20.44645604500935,1082.981620102267,.117387750579231
49,199202,1988-2022,,3334.34665954113,0,28.17913946567569,864.1100778593682,.0881170871662107
49,199202,1988-2022,Bottom,1384.48306089143,0,11.486288539425,722.0077700427888,.0805351762595213
49,199202,1988-2022,Middle,1867.957580436021,0,15.70872846120619,791.9834473388619,.0872023881769906
49,199202,1988-2022,Top,2497.606957455476,0,21.12565119017381,881.963037228464,.0954012221183499
50,199203,1988-2022,,3473.741881459951,0,29.09615715633845,914.3413515761495,.0910884281688595
50,199203,1988-2022,Bottom,1399.103337248166,0,11.61186488643095,696.6724764555693,.079698267425556
50,199203,1988-2022,Middle,1879.654537133873,0,15.84168654595851,743.5431587684434,.0825760492911058
50,199203,1988-2022,Top,2523.860071644187,0,21.35695511973851,867.659898721225,.0947951075841426
51,199204,1988-2022,,3549.384624451399,0,29.79429663805058,545.4011397203431,.0574691837969112
51,199204,1988-2022,Bottom,1423.169405636688,0,11.81063517985361,452.5238401809474,.0522004966072368
51,199204,1988-2022,Middle,1890.677748888731,0,15.95302600442665,478.0764171038754,.0531623982210476
51,199204,1988-2022,Top,2559.151453882456,0,21.69961107613441,696.9074495141589,.0756909950963139
52,199205,1988-2022,,3528.241442322731,0,29.61837005481357,521.2153282249346,.047948732990335
52,199205,1988-2022,Bottom,1404.145938776433,0,11.70562260014898,457.6341393752955,.0559039397655094
52,199205,1988-2022,Middle,1895.174004815519,0,16.02723381540272,501.4280677438364,.0556849923129334
52,199205,1988-2022,Top,2589.336224868894,0,21.97425284463679,578.3758713320518,.0608815680084263
53,199206,1988-2022,,3560.02534738183,0,29.8916292177164,458.0330658296589,.0462721686344594
53,199206,1988-2022,Bottom,1402.247749028106,0,11.70465246439562,350.847679298992,.0496598878321493
53,199206,1988-2022,Middle,1896.742085441947,0,16.08143130876124,395.0120811437955,.0504346334591901
53,199206,1988-2022,Top,2574.120692873994,0,21.85598368870948,476.0998639743775,.055885497722708
54,199207,1988-2022,,3372.361338689923,0,28.41180831968086,526.9060285354499,.0495806297612944
54,199207,1988-2022,Bottom,1384.377665407956,0,11.5800722684847,312.8007808907569,.0456509160248449
54,199207,1988-2022,Middle,1890.087540008128,0,16.05489062174456,399.5921503985301,.0493203857477056
54,199207,1988-2022,Top,2517.171747724215,0,21.41383016829301,435.4132818368574,.0513283512023008
55,199208,1988-2022,,3463.889421522617,0,29.19848722679308,572.7426035911776,.0552863527741465
55,199208,1988-2022,Bottom,1386.311805382371,0,11.57525205310473,197.1520229313076,.0334775357183474
55,199208,1988-2022,Middle,1918.292017519474,0,16.28197285917122,335.1596849272028,.0424991020361176
55,199208,1988-2022,Top,2560.088087936243,0,21.74408772151219,390.8022615243681,.0471553977772601
56,199209,1988-2022,,3594.532599285245,0,30.21399985119933,465.2224037447013,.0419306761527878
56,199209,1988-2022,Bottom,1402.139492648343,0,11.70219471343929,350.3954569754569,.0438188405205295
56,199209,1988-2022,Middle,1940.225472211838,0,16.4144355711469,355.2035754022654,.042512851074207
56,199209,1988-2022,Top,2642.724247356256,0,22.43552834569709,342.0748434286604,.0420989347142798
57,199210,1988-2022,,3561.546685829759,0,29.86543011222966,435.5828765110346,.0398529430848384
57,199210,1988-2022,Bottom,1402.982357097169,0,11.70676683410905,301.9713868600472,.0391315580944441
57,199210,1988-2022,Middle,1935.295760557055,0,16.35702372223022,465.41979204776,.047876399700499
57,199210,1988-2022,Top,2628.485760773222,0,22.27352482041654,410.0491343628771,.0453495173325488
58,199211,1988-2022,,3644.493839859962,0,30.52779251635366,427.0871435641311,.03429657522247
58,199211,1988-2022,Bottom,1416.582812018692,0,11.82649024866502,269.9213718539492,.0385571500552639
58,199211,1988-2022,Middle,1961.796153225005,0,16.5819701156579,410.4035054567248,.0456527831285243
58,199211,1988-2022,Top,2640.265313779315,0,22.37373866431881,347.5297181934972,.0392739381996231
59,199212,1988-2022,,3673.765581339598,0,30.80263687456318,453.0244837980717,.0376376813610477
59,199212,1988-2022,Bottom,1450.059824362397,0,12.1372534972082,234.3494352079385,.0390828387294277
59,199212,1988-2022,Middle,1993.685587614775,0,16.8640714493813,373.8162640984228,.0448081864777237
59,199212,1988-2022,Top,2665.469136551023,0,22.59771085328733,292.7864038307841,.0355847359949924
60,199301,1988-2022,,3494.634198337793,0,29.3509118976217,533.6500507313758,.0472847706214452
60,199301,1988-2022,Bottom,1375.79856980592,0,11.56738781946964,290.1511939315242,.0394130479918431
60,199301,1988-2022,Middle,1920.960231147707,0,16.27008029638091,371.0530548472889,.0405148087857015
60,199301,1988-2022,Top,2555.482667485873,0,21.70491174954805,372.4284069649002,.04183323902627
61,199302,1988-2022,,3469.379899188876,0,29.18509049464774,377.278668305371,.034676588709317
61,199302,1988-2022,Bottom,1366.690322197974,0,11.49004966414941,205.7785220998994,.0322367643792016
61,199302,1988-2022,Middle,1902.181490257382,0,16.05429481052852,242.0485734241083,.028150835256838
61,199302,1988-2022,Top,2522.267963454127,0,21.42759093729061,267.6990259593974,.0332393132438635
62,199303,1988-2022,,3667.664026424289,0,30.71001746303227,459.8967400670517,.0415769203318632
62,199303,1988-2022,Bottom,1409.976549523572,0,11.77951863890242,258.0548882726968,.0353306047053744
62,199303,1988-2022,Middle,1951.704813465476,0,16.33458866468573,299.3613047088729,.0307367074181002
62,199303,1988-2022,Top,2610.862234766284,0,22.00811418420926,311.7508627386997,.0341978268493222
63,199304,1988-2022,,3670.285411372781,0,30.80564340967976,328.079840465216,.0327725124416247
63,199304,1988-2022,Bottom,1422.31699872762,0,11.89326097079417,142.0930121385027,.026797342009407
63,199304,1988-2022,Middle,1974.775893695652,0,16.52894661120081,236.8348122879979,.0273547602199642
63,199304,1988-2022,Top,2609.30761093398,0,22.00781492690536,242.7835452428553,.0285785944295943
64,199305,1988-2022,,3693.66223038733,0,30.99299899222387,408.1992779800203,.037961420316833
64,199305,1988-2022,Bottom,1426.568537478646,0,11.93203465229696,221.6119972853145,.0307069651670796
64,199305,1988-2022,Middle,1957.692214399576,0,16.42941295159108,276.3329344674275,.0286892210813505
64,199305,1988-2022,Top,2610.015412002802,0,22.06106730899289,321.6117805054334,.0338570729034397
65,199306,1988-2022,,3654.010860428214,0,30.76789965976786,328.512575593777,.0332258817923048
65,199306,1988-2022,Bottom,1423.725736930966,0,11.88385785024244,192.2235579695553,.0276547781965443
65,199306,1988-2022,Middle,1968.004266485572,0,16.50056902163487,231.2058500319836,.0257882692542353
65,199306,1988-2022,Top,2605.768286978205,0,22.04033389380493,252.1615245100596,.0291669113510125
66,199307,1988-2022,,3529.519953861833,0,29.74226513174654,259.3541008856846,.0296195320228207
66,199307,1988-2022,Bottom,1403.260215287407,0,11.7820081316216,258.1735513890938,.0322831462075328
66,199307,1988-2022,Middle,1915.225005663931,0,16.12201240447757,248.3731649699621,.026070372769027
66,199307,1988-2022,Top,2544.910206139088,0,21.52026114829641,287.3285427107476,.0302978167627164
67,199308,1988-2022,,3614.542005732656,0,30.40681505909015,201.2391355267027,.0203667791200814
67,199308,1988-2022,Bottom,1392.674704357982,0,11.6865200354902,247.0835089722338,.029870367354988
67,199308,1988-2022,Middle,1931.307778812945,0,16.24264013856009,228.7821403588168,.0233753906618404
67,199308,1988-2022,Top,2580.841952756047,0,21.84419532793011,305.0653927930398,.0314695246745487
68,199309,1988-2022,,3658.59518660605,0,30.73801050744078,308.2712141418597,.0300418086807213
68,199309,1988-2022,Bottom,1410.945433822771,0,11.82128798289826,184.7841598530067,.0257755460190765
68,199309,1988-2022,Middle,1943.263122797012,0,16.32191601234081,231.4337819636421,.0241063005368289
68,199309,1988-2022,Top,2597.421104346713,0,21.95991423940965,293.7350144939653,.0304945714007469
69,199310,1988-2022,,3677.077682837844,0,30.86021170772437,343.4483592049219,.0364731524241506
69,199310,1988-2022,Bottom,1404.717608429492,0,11.76371105571646,211.0398222896038,.0272281923900361
69,199310,1988-2022,Middle,1950.622196763754,0,16.37599448084075,177.821213164134,.0204390867152142
69,199310,1988-2022,Top,2588.409123574694,0,21.87553959841898,296.3591793813976,.031418158592525
70,199311,1988-2022,,3671.508344754577,0,30.91172488448501,262.2963810223155,.0316737398320583
70,199311,1988-2022,Bottom,1426.756243564188,0,11.93924027883622,155.2493269128414,.0233786636926396
70,199311,1988-2022,Middle,1957.600951462984,0,16.44181483627472,150.8895149418095,.0177005285286782
70,199311,1988-2022,Top,2588.928728207946,0,21.88096475573548,241.9346929720632,.0266453759084205
71,199312,1988-2022,,3739.42108617723,0,31.38034311852243,319.049486645963,.034504847008975
71,199312,1988-2022,Bottom,1423.087104919056,0,11.87249886893066,148.6401835175153,.0163261680671288
71,199312,1988-2022,Middle,1980.844247065485,0,16.63823637478345,209.7110582973983,.0194203663188546
71,199312,1988-2022,Top,2625.639717405041,0,22.19657609071874,369.3983515127911,.0372984630792719
72,199401,1988-2022,,3568.937450826168,0,29.91005283211416,224.9819424381712,.032486036559817
72,199401,1988-2022,Bottom,1369.779710200926,0,11.44641096388902,-3.449789349170373,.0103728888154022
72,199401,1988-2022,Middle,1893.336783736944,0,15.95746175573731,71.99363349154737,.0178798258458386
72,199401,1988-2022,Top,2531.33074165384,0,21.39799491472756,180.0155779390479,.0258574616776741
73,199402,1988-2022,,3624.532571494579,0,30.43483049947827,120.0779130042065,.0245758760079298
73,199402,1988-2022,Bottom,1404.160429877539,0,11.75710741278696,45.20006552532626,.0196580616354064
73,199402,1988-2022,Middle,1955.044061504304,0,16.41328802971111,135.5641919639311,.0249729905413574
73,199402,1988-2022,Top,2641.309566135208,0,22.1673456174661,176.5157342755022,.0259619608184873
74,199403,1988-2022,,3530.48587718606,0,29.69061864372634,75.74339131242596,.0220002311671124
74,199403,1988-2022,Bottom,1438.853431165218,0,12.02197547406346,122.0465137254602,.0224375017971852
74,199403,1988-2022,Middle,1996.434353277087,0,16.66655913936847,67.97486746072536,.0178940800612963
74,199403,1988-2022,Top,2627.043086782098,0,22.03830091998195,77.3919947821317,.0183043774528263
75,199404,1988-2022,,3635.273622855544,0,30.5360678507277,352.5228843034711,.0364445737432106
75,199404,1988-2022,Bottom,1443.074503851434,0,12.03353660183105,136.8651687458623,.0202635917177645
75,199404,1988-2022,Middle,2016.141197510064,0,16.87557659069716,177.7743494603783,.0236438165148911
75,199404,1988-2022,Top,2679.636325230201,0,22.48152474569603,236.1235118827608,.0272745048095355
76,199405,1988-2022,,3684.493817731738,0,31.01415106841887,343.3847950596828,.0389686621779219
76,199405,1988-2022,Bottom,1437.273942306638,0,11.99971610003558,54.27317772215853,.0136827156244787
76,199405,1988-2022,Middle,2001.819936096668,0,16.71877272102574,106.8848663657263,.0165114920160931
76,199405,1988-2022,Top,2670.731712063154,0,22.4385685192489,188.7449017721034,.0245428301672822
77,199406,1988-2022,,3732.253813371062,0,31.42914143997768,499.7765335952863,.0453125981771336
77,199406,1988-2022,Bottom,1446.318222768605,0,12.05307024657668,147.2476238307233,.0174622640723404
77,199406,1988-2022,Middle,2000.773924767971,0,16.71987656907004,220.8443196548615,.0222669723144691
77,199406,1988-2022,Top,2680.964820231,0,22.49634616658538,321.1830046614826,.0296652270023211
78,199407,1988-2022,,3635.643828049302,0,30.57809742436802,416.6140433226246,.0402211732089199
78,199407,1988-2022,Bottom,1406.993150534729,0,11.72013364940358,58.03165581504194,.0110147626044939
