date,date2,date4,quote_date,percentile,p,pWd,pWs,infl,period
4,01-05-1988,1988-05-01,198805,50,1489.764635935426,0,1.23890881412899,,1988-2022
4,01-05-1988,1988-05-01,198805,60,1659.12421207875,0,1.378506073565404,,1988-2022
4,01-05-1988,1988-05-01,198805,70,1828.611387915909,0,1.517135721835984,,1988-2022
4,01-05-1988,1988-05-01,198805,80,2058.914386726916,0,1.707555215970388,,1988-2022
4,01-05-1988,1988-05-01,198805,90,2378.688858158886,0,1.980855681101275,,1988-2022
5,01-06-1988,1988-06-01,198806,10,942.2153241634369,0,.7671621478411907,,1988-2022
5,01-06-1988,1988-06-01,198806,20,1103.271848209202,0,.897443177626883,,1988-2022
5,01-06-1988,1988-06-01,198806,30,1211.038578204811,0,.9873536187051286,,1988-2022
5,01-06-1988,1988-06-01,198806,40,1372.870866537094,0,1.142653770094512,,1988-2022
5,01-06-1988,1988-06-01,198806,50,1518.600454002619,0,1.263331263276086,,1988-2022
5,01-06-1988,1988-06-01,198806,60,1681.624790079892,0,1.395134873372626,,1988-2022
5,01-06-1988,1988-06-01,198806,70,1849.455965407193,0,1.533932016573999,,1988-2022
5,01-06-1988,1988-06-01,198806,80,2104.421219535172,0,1.75406585683686,,1988-2022
5,01-06-1988,1988-06-01,198806,90,2454.322373874485,0,2.035165365986359,,1988-2022
6,01-07-1988,1988-07-01,198807,10,948.0680646002293,0,.776840317074857,,1988-2022
6,01-07-1988,1988-07-01,198807,20,1088.094262950122,0,.8906428406271516,,1988-2022
6,01-07-1988,1988-07-01,198807,30,1185.756547041237,0,.9671198676414861,,1988-2022
6,01-07-1988,1988-07-01,198807,40,1358.803832396865,0,1.131737393659023,,1988-2022
6,01-07-1988,1988-07-01,198807,50,1497.119432091713,0,1.245211436763384,,1988-2022
6,01-07-1988,1988-07-01,198807,60,1644.179808564484,0,1.363300827161765,,1988-2022
6,01-07-1988,1988-07-01,198807,70,1825.419349126518,0,1.516899036466384,,1988-2022
6,01-07-1988,1988-07-01,198807,80,2047.075054295361,0,1.707826444872808,,1988-2022
6,01-07-1988,1988-07-01,198807,90,2413.370583795011,0,2.003547877405254,,1988-2022
8,01-09-1988,1988-09-01,198809,10,990.6180840805173,0,.8129932811907565,,1988-2022
8,01-09-1988,1988-09-01,198809,20,1115.791750229895,0,.9153116718125602,,1988-2022
8,01-09-1988,1988-09-01,198809,30,1241.678612962365,0,1.014181278035721,,1988-2022
8,01-09-1988,1988-09-01,198809,40,1411.229984760284,0,1.176110905166752,,1988-2022
8,01-09-1988,1988-09-01,198809,50,1549.841264307499,0,1.290527419846512,,1988-2022
8,01-09-1988,1988-09-01,198809,60,1718.044839225709,0,1.427751565178369,,1988-2022
8,01-09-1988,1988-09-01,198809,70,1897.426419295371,0,1.578424421918498,,1988-2022
8,01-09-1988,1988-09-01,198809,80,2102.038302861154,0,1.744037556743024,,1988-2022
8,01-09-1988,1988-09-01,198809,90,2528.741066850722,0,2.096249857296243,,1988-2022
9,01-10-1988,1988-10-01,198810,10,976.5102292075753,0,.8019517768307196,,1988-2022
9,01-10-1988,1988-10-01,198810,20,1113.627650350332,0,.9146240772615783,,1988-2022
9,01-10-1988,1988-10-01,198810,30,1249.497343868017,0,1.022804542194535,,1988-2022
9,01-10-1988,1988-10-01,198810,40,1397.481123372912,0,1.163804261702353,,1988-2022
9,01-10-1988,1988-10-01,198810,50,1578.947516150773,0,1.313628952492763,,1988-2022
9,01-10-1988,1988-10-01,198810,60,1711.479840748012,0,1.417840689749028,,1988-2022
9,01-10-1988,1988-10-01,198810,70,1867.346308283508,0,1.553702751779383,,1988-2022
9,01-10-1988,1988-10-01,198810,80,2153.732372634113,0,1.795209006119876,,1988-2022
9,01-10-1988,1988-10-01,198810,90,2561.461514599621,0,2.125017065886823,,1988-2022
10,01-11-1988,1988-11-01,198811,10,993.9064845517278,0,.8153814864463129,,1988-2022
10,01-11-1988,1988-11-01,198811,20,1133.93402723223,0,.9278686942025161,,1988-2022
10,01-11-1988,1988-11-01,198811,30,1277.570875704288,0,1.0498365647627,,1988-2022
10,01-11-1988,1988-11-01,198811,40,1405.709328100085,0,1.169102144923272,,1988-2022
10,01-11-1988,1988-11-01,198811,50,1564.197523094714,0,1.302518979010529,,1988-2022
10,01-11-1988,1988-11-01,198811,60,1717.838911660016,0,1.423190946531577,,1988-2022
10,01-11-1988,1988-11-01,198811,70,1859.64120528847,0,1.546122447468406,,1988-2022
10,01-11-1988,1988-11-01,198811,80,2157.701466776431,0,1.797131653795986,,1988-2022
10,01-11-1988,1988-11-01,198811,90,2515.491536207497,0,2.086246202726215,,1988-2022
11,01-12-1988,1988-12-01,198812,10,985.8473983258009,0,.8102251626996804,,1988-2022
11,01-12-1988,1988-12-01,198812,20,1136.207210533321,0,.9309379013766375,,1988-2022
11,01-12-1988,1988-12-01,198812,30,1280.608160823584,0,1.057126794247779,,1988-2022
11,01-12-1988,1988-12-01,198812,40,1410.412496656179,0,1.175721054693895,,1988-2022
11,01-12-1988,1988-12-01,198812,50,1565.231710098684,0,1.303272817601282,,1988-2022
11,01-12-1988,1988-12-01,198812,60,1742.918223790824,0,1.444955224055775,,1988-2022
11,01-12-1988,1988-12-01,198812,70,1891.064836524427,0,1.574113424700954,,1988-2022
11,01-12-1988,1988-12-01,198812,80,2139.61622556299,0,1.781739805265715,,1988-2022
11,01-12-1988,1988-12-01,198812,90,2580.134268201888,0,2.137937759592205,,1988-2022
12,01-01-1989,1989-01-01,198901,10,969.7364955171943,0,.7959876173126759,,1988-2022
12,01-01-1989,1989-01-01,198901,20,1108.100064106286,0,.9115376782074236,,1988-2022
12,01-01-1989,1989-01-01,198901,30,1243.179063349962,0,1.018485638044694,,1988-2022
12,01-01-1989,1989-01-01,198901,40,1413.775325395167,0,1.176230961021247,,1988-2022
12,01-01-1989,1989-01-01,198901,50,1593.515582345426,0,1.326153908926244,,1988-2022
12,01-01-1989,1989-01-01,198901,60,1728.59016533941,0,1.43724633727561,,1988-2022
12,01-01-1989,1989-01-01,198901,70,1928.829270966351,0,1.602957405529196,,1988-2022
12,01-01-1989,1989-01-01,198901,80,2199.181463159621,0,1.825196604110715,,1988-2022
12,01-01-1989,1989-01-01,198901,90,2592.874268330634,0,2.141794276501059,,1988-2022
14,01-03-1989,1989-03-01,198903,10,998.287969879806,0,.8215710127087732,7.8679113,1988-2022
14,01-03-1989,1989-03-01,198903,20,1127.25687443465,0,.9298292076064172,6.856288,1988-2022
14,01-03-1989,1989-03-01,198903,30,1287.02338386327,0,1.069021618696752,10.409304,1988-2022
14,01-03-1989,1989-03-01,198903,40,1474.773776344955,0,1.229732153246914,12.049894,1988-2022
14,01-03-1989,1989-03-01,198903,50,1649.509787224233,0,1.375336355421496,12.517982,1988-2022
14,01-03-1989,1989-03-01,198903,60,1777.263565681875,0,1.481479719223898,8.7071257,1988-2022
14,01-03-1989,1989-03-01,198903,70,1944.662008561194,0,1.62522790904859,8.9170065,1988-2022
14,01-03-1989,1989-03-01,198903,80,2223.430126748979,0,1.854219810175891,11.396011,1988-2022
14,01-03-1989,1989-03-01,198903,90,2666.613571636379,0,2.213092282826437,15.539842,1988-2022
15,01-04-1989,1989-04-01,198904,10,30.64537618309259,0,.0265684604028138,-96.541176,1988-2022
15,01-04-1989,1989-04-01,198904,20,33.39565567672253,0,.02899976579738,-96.718864,1988-2022
15,01-04-1989,1989-04-01,198904,30,34.80454973131418,0,.0304424512733021,-96.919662,1988-2022
15,01-04-1989,1989-04-01,198904,40,35.8516129180789,0,.0312524215014491,-97.238518,1988-2022
15,01-04-1989,1989-04-01,198904,50,37.09823011606932,0,.0324420988627026,-97.375954,1988-2022
15,01-04-1989,1989-04-01,198904,60,38.38666249066591,0,.0336669631733457,-97.545074,1988-2022
15,01-04-1989,1989-04-01,198904,70,40.02669454365969,0,.0352528583325693,-97.677116,1988-2022
15,01-04-1989,1989-04-01,198904,80,41.88605081290007,0,.0370485085413748,-97.849068,1988-2022
15,01-04-1989,1989-04-01,198904,90,45.18293147534132,0,.0401935483287161,-97.976456,1988-2022
16,01-05-1989,1989-05-01,198905,10,1017.476749680936,0,.8373307963202024,8.2879429,1988-2022
16,01-05-1989,1989-05-01,198905,20,1150.920878358185,0,.9491150374024073,6.2494273,1988-2022
16,01-05-1989,1989-05-01,198905,30,1319.889767102897,0,1.09639460103881,11.306871,1988-2022
16,01-05-1989,1989-05-01,198905,40,1497.550257883966,0,1.250472240300041,10.024776,1988-2022
16,01-05-1989,1989-05-01,198905,50,1660.698450945318,0,1.385337935572352,11.819201,1988-2022
16,01-05-1989,1989-05-01,198905,60,1794.231212504208,0,1.501762366145158,8.9412947,1988-2022
16,01-05-1989,1989-05-01,198905,70,1996.484201125801,0,1.673228034877866,10.288619,1988-2022
16,01-05-1989,1989-05-01,198905,80,2268.231291048229,0,1.896062708493446,11.039613,1988-2022
16,01-05-1989,1989-05-01,198905,90,2739.176338307559,0,2.282816473129969,15.243957,1988-2022
17,01-06-1989,1989-06-01,198906,10,1025.198913276196,0,.8425604803060196,9.8282137,1988-2022
17,01-06-1989,1989-06-01,198906,20,1185.897917285562,0,.9790766223422906,9.0962248,1988-2022
17,01-06-1989,1989-06-01,198906,30,1331.858860872686,0,1.106175020734554,12.034331,1988-2022
17,01-06-1989,1989-06-01,198906,40,1512.139574028552,0,1.263107830193803,10.541606,1988-2022
17,01-06-1989,1989-06-01,198906,50,1662.358238317072,0,1.385438197951771,9.665472,1988-2022
17,01-06-1989,1989-06-01,198906,60,1801.132376365364,0,1.506634275353463,7.9920158,1988-2022
17,01-06-1989,1989-06-01,198906,70,2019.259917281568,0,1.690604670974608,10.213794,1988-2022
17,01-06-1989,1989-06-01,198906,80,2271.664496712387,0,1.897946520698497,8.2026939,1988-2022
17,01-06-1989,1989-06-01,198906,90,2762.031460590661,0,2.293958280174593,12.716063,1988-2022
18,01-07-1989,1989-07-01,198907,10,1022.284956149757,0,.8414721791496049,8.3198395,1988-2022
18,01-07-1989,1989-07-01,198907,20,1179.147038400173,0,.9724292823711949,9.1828556,1988-2022
18,01-07-1989,1989-07-01,198907,30,1302.537744514644,0,1.077413515941771,11.404341,1988-2022
18,01-07-1989,1989-07-01,198907,40,1462.024351574481,0,1.219526463582042,7.7570176,1988-2022
18,01-07-1989,1989-07-01,198907,50,1627.236779458821,0,1.356890411015229,8.9686756,1988-2022
18,01-07-1989,1989-07-01,198907,60,1771.69351810962,0,1.483194848257881,8.7943916,1988-2022
18,01-07-1989,1989-07-01,198907,70,1970.09958640486,0,1.647790893276579,8.6289101,1988-2022
18,01-07-1989,1989-07-01,198907,80,2246.230201773345,0,1.880874913452317,10.132672,1988-2022
18,01-07-1989,1989-07-01,198907,90,2667.768540434539,0,2.221843188152889,10.895438,1988-2022
19,01-08-1989,1989-08-01,198908,10,1020.8479084149,0,.8394013964725673,,1988-2022
19,01-08-1989,1989-08-01,198908,20,1166.012251123786,0,.9595431521274804,,1988-2022
19,01-08-1989,1989-08-01,198908,30,1348.46388220042,0,1.113687906800806,,1988-2022
19,01-08-1989,1989-08-01,198908,40,1499.69800067693,0,1.249577940151539,,1988-2022
19,01-08-1989,1989-08-01,198908,50,1642.86327277869,0,1.379695973261732,,1988-2022
19,01-08-1989,1989-08-01,198908,60,1796.02761041373,0,1.50646884589969,,1988-2022
19,01-08-1989,1989-08-01,198908,70,1993.147884525359,0,1.668250533014543,,1988-2022
19,01-08-1989,1989-08-01,198908,80,2244.130645282567,0,1.877607761210129,,1988-2022
19,01-08-1989,1989-08-01,198908,90,2654.092509232461,0,2.21137418698072,,1988-2022
20,01-09-1989,1989-09-01,198909,10,1035.963139928877,0,.8539118658309235,5.0330777,1988-2022
20,01-09-1989,1989-09-01,198909,20,1179.613391205668,0,.9719877614816141,6.191999,1988-2022
20,01-09-1989,1989-09-01,198909,30,1351.237414896488,0,1.117016617118679,10.13974,1988-2022
20,01-09-1989,1989-09-01,198909,40,1520.656295947731,0,1.271773784436846,8.133832,1988-2022
20,01-09-1989,1989-09-01,198909,50,1671.701692409813,0,1.405100239394415,8.877984,1988-2022
20,01-09-1989,1989-09-01,198909,60,1801.521507792175,0,1.508708390273569,5.6702318,1988-2022
20,01-09-1989,1989-09-01,198909,70,2006.477908171713,0,1.680048563966011,6.4383283,1988-2022
20,01-09-1989,1989-09-01,198909,80,2274.499270029366,0,1.905649717370579,9.2665529,1988-2022
20,01-09-1989,1989-09-01,198909,90,2642.521389015019,0,2.202301590788011,5.0591173,1988-2022
21,01-10-1989,1989-10-01,198910,10,1030.43494605273,0,.8485685655186899,5.8129168,1988-2022
21,01-10-1989,1989-10-01,198910,20,1200.170888580382,0,.9882821209621397,8.0533686,1988-2022
21,01-10-1989,1989-10-01,198910,30,1384.344568274915,0,1.14778293116342,12.219186,1988-2022
21,01-10-1989,1989-10-01,198910,40,1554.423239670694,0,1.299811679372397,11.686451,1988-2022
21,01-10-1989,1989-10-01,198910,50,1692.731707073748,0,1.418364036112507,7.9729581,1988-2022
21,01-10-1989,1989-10-01,198910,60,1849.13604670018,0,1.550224865340169,9.3370275,1988-2022
21,01-10-1989,1989-10-01,198910,70,2032.168134324253,0,1.706277029011289,9.8200436,1988-2022
21,01-10-1989,1989-10-01,198910,80,2271.042016305029,0,1.90344785655634,6.0293174,1988-2022
21,01-10-1989,1989-10-01,198910,90,2681.827068783343,0,2.2317014899063,5.0204029,1988-2022
22,01-11-1989,1989-11-01,198911,10,1042.277457423508,0,.8583015786725809,5.2638049,1988-2022
22,01-11-1989,1989-11-01,198911,20,1210.653850071132,0,.9964371864816712,7.3898921,1988-2022
22,01-11-1989,1989-11-01,198911,30,1392.627754591405,0,1.15557329749663,10.071733,1988-2022
22,01-11-1989,1989-11-01,198911,40,1586.329944781959,0,1.325357714428719,13.365434,1988-2022
22,01-11-1989,1989-11-01,198911,50,1717.620897836983,0,1.438438590351325,10.435135,1988-2022
22,01-11-1989,1989-11-01,198911,60,1857.203104861081,0,1.555968596546336,9.3295736,1988-2022
22,01-11-1989,1989-11-01,198911,70,2083.674607567489,0,1.748205586523,13.070319,1988-2022
22,01-11-1989,1989-11-01,198911,80,2303.533412776887,0,1.925708141677205,7.1545391,1988-2022
22,01-11-1989,1989-11-01,198911,90,2765.087785042822,0,2.288221944972065,9.6812992,1988-2022
23,01-12-1989,1989-12-01,198912,10,1047.771555803716,0,.8631753850613677,6.5352478,1988-2022
23,01-12-1989,1989-12-01,198912,20,1192.124193452299,0,.9810769304358473,5.3858619,1988-2022
23,01-12-1989,1989-12-01,198912,30,1384.85571115464,0,1.146719724053582,8.4751358,1988-2022
23,01-12-1989,1989-12-01,198912,40,1570.372785888612,0,1.311414073054948,11.54126,1988-2022
23,01-12-1989,1989-12-01,198912,50,1705.13871846348,0,1.427132655798232,9.5037537,1988-2022
23,01-12-1989,1989-12-01,198912,60,1853.617852784693,0,1.553144415524912,7.4873729,1988-2022
23,01-12-1989,1989-12-01,198912,70,2074.766064025462,0,1.742358813809005,10.688263,1988-2022
23,01-12-1989,1989-12-01,198912,80,2314.679645814002,0,1.937085874688819,8.7187853,1988-2022
23,01-12-1989,1989-12-01,198912,90,2703.953453280032,0,2.2465739865047,5.081356,1988-2022
24,01-01-1990,1990-01-01,199001,10,1060.843365006149,0,.8743208061723635,9.8410063,1988-2022
24,01-01-1990,1990-01-01,199001,20,1258.698859401047,0,1.030427776892793,13.042808,1988-2022
24,01-01-1990,1990-01-01,199001,30,1418.564801983535,0,1.174149241768646,15.283829,1988-2022
24,01-01-1990,1990-01-01,199001,40,1574.84960090369,0,1.314224611604914,11.73185,1988-2022
24,01-01-1990,1990-01-01,199001,50,1711.568724401295,0,1.433410997536157,8.0878305,1988-2022
24,01-01-1990,1990-01-01,199001,60,1878.606281362474,0,1.577923329507939,9.7879524,1988-2022
24,01-01-1990,1990-01-01,199001,70,2084.486753351986,0,1.749219885537059,9.1245394,1988-2022
24,01-01-1990,1990-01-01,199001,80,2295.437011562288,0,1.922132450436948,5.3109808,1988-2022
24,01-01-1990,1990-01-01,199001,90,2713.710025496781,0,2.259638900014579,5.5021448,1988-2022
25,01-02-1990,1990-02-01,199002,10,1060.331319414079,0,.8735152200761149,,1988-2022
25,01-02-1990,1990-02-01,199002,20,1245.131595499814,0,1.027310847985973,,1988-2022
25,01-02-1990,1990-02-01,199002,30,1370.521388076246,0,1.129571048219987,,1988-2022
25,01-02-1990,1990-02-01,199002,40,1558.658696137369,0,1.290255954580971,,1988-2022
25,01-02-1990,1990-02-01,199002,50,1714.626806251705,0,1.437271553158098,,1988-2022
25,01-02-1990,1990-02-01,199002,60,1891.679241858423,0,1.586633686253663,,1988-2022
25,01-02-1990,1990-02-01,199002,70,2078.702224574983,0,1.747401853671363,,1988-2022
25,01-02-1990,1990-02-01,199002,80,2311.183986566961,0,1.951365960191652,,1988-2022
25,01-02-1990,1990-02-01,199002,90,2733.997063823044,0,2.299876464353474,,1988-2022
26,01-03-1990,1990-03-01,199003,10,1082.554954461753,0,.8913608149496213,8.4946766,1988-2022
26,01-03-1990,1990-03-01,199003,20,1254.94726138562,0,1.041043787122362,11.960753,1988-2022
26,01-03-1990,1990-03-01,199003,30,1412.30616980046,0,1.167618045384188,9.223053,1988-2022
26,01-03-1990,1990-03-01,199003,40,1592.873137779534,0,1.325426735013934,7.7817416,1988-2022
26,01-03-1990,1990-03-01,199003,50,1739.04081466049,0,1.456597916564533,5.9084864,1988-2022
26,01-03-1990,1990-03-01,199003,60,1900.488658852875,0,1.594500294738282,7.6288977,1988-2022
26,01-03-1990,1990-03-01,199003,70,2115.102482639253,0,1.776246915008414,9.2921743,1988-2022
26,01-03-1990,1990-03-01,199003,80,2345.024545677006,0,1.978856062099112,6.7217627,1988-2022
26,01-03-1990,1990-03-01,199003,90,2776.35844335705,0,2.334129490130181,5.4691443,1988-2022
27,01-04-1990,1990-04-01,199004,10,1097.782005526125,0,.903410105453986,3300.3105,1988-2022
27,01-04-1990,1990-04-01,199004,20,1284.162735037506,0,1.061290458602343,3559.6519,1988-2022
27,01-04-1990,1990-04-01,199004,30,1423.313448779285,0,1.172940720608494,3752.9773,1988-2022
27,01-04-1990,1990-04-01,199004,40,1632.32859557122,0,1.360691695547757,4253.876,1988-2022
27,01-04-1990,1990-04-01,199004,50,1758.671706311405,0,1.480016663111201,4462.0249,1988-2022
27,01-04-1990,1990-04-01,199004,60,1930.789920680225,0,1.619502547929187,4710.3613,1988-2022
27,01-04-1990,1990-04-01,199004,70,2172.112467028201,0,1.823980069425488,5073.9922,1988-2022
27,01-04-1990,1990-04-01,199004,80,2372.782457493246,0,2.005053512320046,5311.9683,1988-2022
27,01-04-1990,1990-04-01,199004,90,2902.752297334373,0,2.433331478435321,5954.0347,1988-2022
28,01-05-1990,1990-05-01,199005,10,1108.911332018673,0,.912481592419681,8.9750423,1988-2022
28,01-05-1990,1990-05-01,199005,20,1291.401364780962,0,1.067933716117295,12.518891,1988-2022
28,01-05-1990,1990-05-01,199005,30,1435.472331739962,0,1.182113155337902,7.8182211,1988-2022
28,01-05-1990,1990-05-01,199005,40,1619.552143417299,0,1.354699438453281,8.3350267,1988-2022
28,01-05-1990,1990-05-01,199005,50,1758.406840078533,0,1.480614695782606,6.8775101,1988-2022
28,01-05-1990,1990-05-01,199005,60,1923.59959486872,0,1.612385481265846,7.36622,1988-2022
28,01-05-1990,1990-05-01,199005,70,2164.950436107814,0,1.818131461809571,8.6601124,1988-2022
28,01-05-1990,1990-05-01,199005,80,2388.217026628554,0,2.015300979092899,6.2887301,1988-2022
28,01-05-1990,1990-05-01,199005,90,2960.833925895393,0,2.474076821575181,8.3782625,1988-2022
29,01-06-1990,1990-06-01,199006,10,1095.314276739955,0,.9030468792489046,7.1788797,1988-2022
29,01-06-1990,1990-06-01,199006,20,1290.570464484394,0,1.066746942070495,8.9543877,1988-2022
29,01-06-1990,1990-06-01,199006,30,1447.502319566905,0,1.192055261418318,7.7637119,1988-2022
29,01-06-1990,1990-06-01,199006,40,1637.549303524196,0,1.365410543429789,8.0992851,1988-2022
29,01-06-1990,1990-06-01,199006,50,1765.523082412779,0,1.487477756990302,7.3651471,1988-2022
29,01-06-1990,1990-06-01,199006,60,1923.153134442866,0,1.615457721459279,7.2229505,1988-2022
29,01-06-1990,1990-06-01,199006,70,2162.482703574002,0,1.819063630025084,7.598403,1988-2022
29,01-06-1990,1990-06-01,199006,80,2390.11887023598,0,2.022941692860513,6.5858111,1988-2022
29,01-06-1990,1990-06-01,199006,90,2945.38983451575,0,2.472683568853427,7.791131,1988-2022
30,01-07-1990,1990-07-01,199007,10,1076.212477914989,0,.8902015828180083,5.7909703,1988-2022
30,01-07-1990,1990-07-01,199007,20,1266.584111995995,0,1.048504021423469,7.823164,1988-2022
30,01-07-1990,1990-07-01,199007,30,1435.026892118156,0,1.188663840462141,10.325686,1988-2022
30,01-07-1990,1990-07-01,199007,40,1619.3973730281,0,1.36041147591186,11.552436,1988-2022
30,01-07-1990,1990-07-01,199007,50,1759.413354180753,0,1.482672825882219,9.2699022,1988-2022
30,01-07-1990,1990-07-01,199007,60,1930.594269998372,0,1.620771057639104,9.2756662,1988-2022
30,01-07-1990,1990-07-01,199007,70,2108.912021584809,0,1.774479044336658,7.6883636,1988-2022
30,01-07-1990,1990-07-01,199007,80,2375.605897776783,0,2.011983331988631,6.9706082,1988-2022
30,01-07-1990,1990-07-01,199007,90,2881.313248954713,0,2.418326241776413,8.8432465,1988-2022
31,01-08-1990,1990-08-01,199008,10,1101.472912050784,0,.9050668796089667,7.8228941,1988-2022
31,01-08-1990,1990-08-01,199008,20,1247.367758058012,0,1.023221477335937,6.6363173,1988-2022
31,01-08-1990,1990-08-01,199008,30,1415.208253346384,0,1.173811059220498,5.3985639,1988-2022
31,01-08-1990,1990-08-01,199008,40,1631.301949061453,0,1.370158542898025,9.6497068,1988-2022
31,01-08-1990,1990-08-01,199008,50,1786.854025267065,0,1.505253942455056,9.1004086,1988-2022
31,01-08-1990,1990-08-01,199008,60,1919.351988367736,0,1.61367225055892,7.1162043,1988-2022
31,01-08-1990,1990-08-01,199008,70,2117.644298873842,0,1.780902887953744,6.7527242,1988-2022
31,01-08-1990,1990-08-01,199008,80,2392.541573293507,0,2.008334624403687,6.9624162,1988-2022
31,01-08-1990,1990-08-01,199008,90,2885.163012944162,0,2.410575368468017,9.0080271,1988-2022
32,01-09-1990,1990-09-01,199009,10,1100.43976072222,0,.9051365470886594,5.9988251,1988-2022
32,01-09-1990,1990-09-01,199009,20,1307.948429234326,0,1.072642205163902,10.355525,1988-2022
32,01-09-1990,1990-09-01,199009,30,1488.600079856813,0,1.231189820639884,10.221263,1988-2022
32,01-09-1990,1990-09-01,199009,40,1673.926715783775,0,1.405221487727431,10.493038,1988-2022
32,01-09-1990,1990-09-01,199009,50,1813.753218866885,0,1.531266349081307,8.9791536,1988-2022
32,01-09-1990,1990-09-01,199009,60,1978.051972262561,0,1.660977628719593,10.092689,1988-2022
32,01-09-1990,1990-09-01,199009,70,2202.011340044439,0,1.848285359684269,10.013805,1988-2022
32,01-09-1990,1990-09-01,199009,80,2454.88296610862,0,2.063278301739956,8.2716446,1988-2022
32,01-09-1990,1990-09-01,199009,90,2894.648917414248,0,2.422260838230613,9.9876986,1988-2022
33,01-10-1990,1990-10-01,199010,10,1101.329486139119,0,.9015177691881036,6.2398262,1988-2022
33,01-10-1990,1990-10-01,199010,20,1266.324997603893,0,1.037006867755736,4.9302468,1988-2022
33,01-10-1990,1990-10-01,199010,30,1433.640736676753,0,1.186610446501618,3.3828273,1988-2022
33,01-10-1990,1990-10-01,199010,40,1636.74736263603,0,1.37611412539718,5.8702693,1988-2022
33,01-10-1990,1990-10-01,199010,50,1803.759917892516,0,1.520704368002953,7.2153783,1988-2022
33,01-10-1990,1990-10-01,199010,60,1968.691076524556,0,1.652278837177619,6.5831718,1988-2022
33,01-10-1990,1990-10-01,199010,70,2209.576236911118,0,1.851517943255203,8.5121536,1988-2022
33,01-10-1990,1990-10-01,199010,80,2460.229545108974,0,2.070191842166423,8.7601032,1988-2022
33,01-10-1990,1990-10-01,199010,90,2913.025828115642,0,2.434306771819138,9.0785112,1988-2022
34,01-11-1990,1990-11-01,199011,10,1117.311882555485,0,.9233204442507486,7.5752935,1988-2022
34,01-11-1990,1990-11-01,199011,20,1298.543166108429,0,1.066482164428635,7.0295429,1988-2022
34,01-11-1990,1990-11-01,199011,30,1498.257522083819,0,1.244105423663314,7.6613164,1988-2022
34,01-11-1990,1990-11-01,199011,40,1684.026549376547,0,1.414815343753617,6.7496972,1988-2022
34,01-11-1990,1990-11-01,199011,50,1834.519467644393,0,1.545916007741653,7.4718108,1988-2022
34,01-11-1990,1990-11-01,199011,60,2009.755301214755,0,1.686523428853434,8.390583,1988-2022
