percentile,year,p,pWd,pWs,infl
20,1993,1408.859166646376,0,1.183143155725626,2.4493356
30,1993,1646.906735039006,0,1.386338859048313,-.2013856
40,1993,1837.338253468275,0,1.543168339487844,1.4145961
50,1993,2055.025448534638,0,1.727840042092491,1.3756777
60,1993,2260.012323662639,0,1.914275231871822,-.157755
70,1993,2521.721672250579,0,2.135904711957968,-.90901381
80,1993,2978.229756099483,0,2.513002000133687,2.3381371
90,1993,3628.358407175789,0,3.048766023632652,3.7060416
10,1994,1204.764448643972,0,.9926610807499401,2.833602
20,1994,1440.197735344991,0,1.206527328782007,1.9744457
30,1994,1699.70196840167,0,1.426812434145783,2.9184744
40,1994,1902.124429722627,0,1.5935340181436,3.2569764
50,1994,2114.542641890546,0,1.776223184903605,2.7931087
60,1994,2326.598900076002,0,1.963339879676672,2.5693161
70,1994,2642.046661693603,0,2.222304397631433,4.0394492
80,1994,3041.495713898291,0,2.553188526308228,1.6115997
90,1994,3688.860114657631,0,3.102286666262444,1.7724957
10,1995,1186.892675090581,0,.9814953688704312,-1.0888294
20,1995,1482.305417433381,0,1.247572188368698,3.5877528
30,1995,1776.139365356416,0,1.488776644606939,4.3983302
40,1995,1973.748224193851,0,1.656186749245838,3.9762993
50,1995,2216.790686232348,0,1.859881398050978,4.7320423
60,1995,2422.215228402366,0,2.046280096837412,4.2285566
70,1995,2739.633020997047,0,2.315098379851406,4.1767225
80,1995,3191.076762949427,0,2.695362659784223,5.583878
90,1995,3870.37087306877,0,3.269590661769447,5.4105873
10,1996,1219.107119202303,1.550202201370363,1.010368698486218,2.9645574
20,1996,1583.107615916679,2.045297687524908,1.332858248281809,6.9010596
30,1996,1850.688046204547,2.290121290837002,1.558321914685924,4.6597505
40,1996,2119.631403288493,2.565539870318692,1.787194030619806,7.8885517
50,1996,2377.333627567937,2.750819043850546,2.007861419591639,7.942872
60,1996,2671.788458594432,3.106381657743441,2.266471430490128,10.751717
70,1996,3035.352268731842,3.528087906415143,2.583595538432898,11.575315
80,1996,3525.597696150342,4.146379927786863,2.993259686446436,11.01534
90,1996,4247.598940542589,5.164087937052197,3.6132836176342,10.478164
10,1997,1290.731238368899,1.481978549415847,1.082354601188096,7.1543627
20,1997,1590.052906997502,1.794275169542137,1.346356804478091,1.1482941
30,1997,1868.212071741621,2.015131345911868,1.582089295218793,1.5652199
40,1997,2130.097070299089,2.218529975722655,1.797713845137271,.70142764
50,1997,2398.511230546981,2.455797623303321,2.025684979054404,.95487064
60,1997,2754.927486422161,2.821880444390748,2.349943799151182,3.7450702
70,1997,3129.421235150347,3.202532814039538,2.673639020865267,3.571228
80,1997,3646.994571913034,3.72635032735343,3.114751995715778,4.1428766
90,1997,4527.28249581034,4.706387862792326,3.835110335367517,6.1978412
10,1998,1322.454995878662,1.55894058440784,1.117785186775563,3.3119025
20,1998,1632.298739879082,1.844716671385868,1.388562644648118,3.1412954
30,1998,1919.272483764837,2.107517120775507,1.633768739422218,3.2620125
40,1998,2171.034149203449,2.360544005466485,1.850129536673952,2.9218245
50,1998,2446.913735150049,2.631565878242024,2.082115345885237,2.7954063
60,1998,2746.154152447979,2.992028491334167,2.340512052012097,-.37495065
70,1998,3213.723326340318,3.500924246824979,2.752445591243031,2.9538751
80,1998,3739.938321902106,4.094621468566099,3.207082072015206,2.9836156
90,1998,4577.144576255232,5.154154919341333,3.912961457265434,2.0779004
10,1999,1319.337077574183,1.525869916676735,1.109605208190108,-.67580748
20,1999,1617.239575975885,1.806226096160269,1.368616549224195,-1.4028996
30,1999,1896.803322187315,2.100617244932133,1.616363906287461,-1.0474734
40,1999,2194.808729956547,2.393999987715385,1.873010424036541,1.2408528
50,1999,2483.572485178709,2.67660853590678,2.116235233743888,1.6345758
60,1999,2789.104158490896,3.051016428448141,2.374655928475477,1.4490284
70,1999,3328.038660482814,3.619387672881506,2.860541647214632,3.9376421
80,1999,3899.507068155954,4.360844334257005,3.346083459218486,4.3826938
90,1999,4657.452906706681,5.311300932033191,3.985442720720433,1.8568871
10,2000,1312.912907030433,1.35637187211402,1.10349325904311,-.55753487
20,2000,1653.034160825114,1.63672662681923,1.396101716825797,2.0571535
30,2000,1944.397488854825,1.93130780599616,1.652911391774978,2.3511746
40,2000,2217.820403403292,2.190951928081935,1.889907937322884,.98748118
50,2000,2524.470416858792,2.478113487944938,2.149726325690305,1.6449276
60,2000,2942.454161338508,2.88040638250853,2.505307893483405,5.6352391
70,2000,3408.224169510106,3.38885507386658,2.915580411961249,2.0208287
80,2000,3986.484995268285,4.067134803909842,3.424817675402361,2.3723543
90,2000,4993.054164430748,5.160041304866657,4.267307840121096,7.1087217
10,2001,1269.380833643178,1.213046073547957,1.082070329523958,-1.838064
20,2001,1599.197494046142,1.469556242033529,1.368871647257341,-1.8252312
30,2001,1871.367501070102,1.696959184888328,1.612198382860394,-2.3950777
40,2001,2144.434157906721,1.926358364928395,1.838081148638594,-2.6876638
50,2001,2451.329571029792,2.186878456844776,2.101729252530276,-2.1962581
60,2001,2785.636662427336,2.502586119706697,2.390756766345324,-4.5054603
70,2001,3271.179577510804,2.934078628905505,2.819179994794467,-3.2697101
80,2001,3944.691254619509,3.566655561915468,3.403178641322635,-.62480772
90,2001,4930.431661836803,4.456530604442378,4.256754032481695,-.2309556
10,2002,1240.552084884296,1.043770988516068,1.062441210476815,-1.7980702
20,2002,1563.152916533252,1.314901454124083,1.354145208567085,-1.0634447
30,2002,1839.259164224068,1.484298516583901,1.593567113649139,-1.1292478
40,2002,2147.566229078919,1.684850058488337,1.846059286654054,.49515402
50,2002,2452.697489133725,1.923403714991764,2.107772940861044,.31195882
60,2002,2865.968324979146,2.219983919041624,2.456778473181506,2.8085001
70,2002,3390.483336546769,2.624663620788245,2.903439109991723,3.0498912
80,2002,3972.835832188527,3.116801485995893,3.415431298699332,.39371067
90,2002,4959.310829383631,3.898153567001524,4.25440878651231,-.039919782
10,2003,1180.830417629331,1.067937843626775,1.017818921991117,-4.1585479
20,2003,1498.973337487628,1.331767125667284,1.291352291443521,-4.6234512
30,2003,1849.284999022881,1.522808145153855,1.606708696932098,.83756876
40,2003,2137.402909928312,1.788151409323594,1.839073714691191,-.38016608
50,2003,2510.965401625881,2.07257366258879,2.153496146413848,2.1759746
60,2003,2947.451663952321,2.389745269815345,2.528868111625191,2.9650126
70,2003,3468.061676874757,2.781212099783564,2.984585319702092,2.8206873
80,2003,4122.687916542093,3.30638785170413,3.568750149126875,4.4986939
90,2003,5157.306248190503,4.130146801659673,4.441781608108916,4.4162207
10,2004,1161.140831666067,1.124956856396238,1.004562549554066,-1.2899482
20,2004,1507.30292755117,1.389583478918212,1.298546306191383,.56687272
30,2004,1877.657076925039,1.64273285085316,1.622618375609363,1.0199755
40,2004,2141.516238294542,1.890631504576656,1.843200150123721,.22318874
50,2004,2489.947896887859,2.178567406124785,2.14010963104738,-.62686205
60,2004,2918.946239029368,2.517275134220957,2.514032823224625,-.5813325
70,2004,3448.73457916081,3.00840419875567,2.965196366139632,-.62928414
80,2004,4194.916242259244,3.672601003357462,3.625557603952681,1.6110054
90,2004,5292.748752770324,4.64608149915269,4.580387128399404,3.1634057
10,2005,1125.319585626324,.9572406347436603,.9777042588866607,-2.495157
20,2005,1529.732498921454,1.212779977296729,1.318776535739137,1.6824467
30,2005,1846.21916483591,1.444910789404579,1.595931412226794,-1.6360554
40,2005,2135.729154708485,1.651821276174815,1.843150632260707,.020040588
50,2005,2494.247062585006,1.915127762357163,2.144346328096011,.19277814
60,2005,2923.308741316199,2.211526194563097,2.522512131082598,.34081188
70,2005,3441.042909679314,2.603025582685101,2.985204918891213,.69047809
80,2005,4171.944155216217,3.175262781022563,3.628160694024094,.08016099
90,2005,5295.714576900005,4.054437862989289,4.569662010909572,-.14665079
10,2006,1208.444582464794,1.036544296725879,1.050083725468539,7.5185108
20,2006,1611.668756585568,1.370458731638792,1.389897646978776,5.607585
30,2006,1958.147077639898,1.677954830073456,1.688167308235885,5.79742
40,2006,2264.505824444195,1.965928833444498,1.950457435676981,5.8958077
50,2006,2625.534982826561,2.258706356701926,2.256016944866133,5.3308735
60,2006,3070.157495244096,2.674421139325204,2.639996004679536,4.791893
70,2006,3611.104584167401,3.215799553803057,3.11936946344152,4.6348157
80,2006,4338.135409871737,3.927982156151605,3.759819439508647,3.8834691
90,2006,5691.690405371289,5.126835542402357,4.935812709815157,8.3069248
10,2007,1185.142505849401,1.013839331462198,1.032658581862658,-1.5650568
20,2007,1539.985833651076,1.27582695655201,1.341915261831067,-3.4276659
30,2007,1966.399580683559,1.656927738512422,1.706356020884414,1.1216133
40,2007,2308.260804864267,1.962864570036497,2.000149759036807,2.6025224
50,2007,2661.377487440904,2.266629915492255,2.301272283202403,1.9972105
60,2007,3119.293742251893,2.691276985563794,2.697648587931932,2.2086034
70,2007,3621.174157336354,3.184574190869777,3.134660362188091,.52612323
80,2007,4351.70458642145,3.925487426127802,3.775522699918838,.44874555
90,2007,5553.032050463061,4.952352827805346,4.831592201712131,-2.0199821
10,2008,1211.147494742647,1.084994552948653,1.058307943454868,2.5786114
20,2008,1522.936256422351,1.27847761666817,1.329160408350314,-.89963478
30,2008,1994.350577606509,1.717212533807469,1.733880779422482,1.6452398
40,2008,2332.526660164197,2.002559590956177,2.034514460091183,1.759415
50,2008,2674.951665212711,2.294279121345122,2.325092517159343,1.08543
60,2008,3161.132488898933,2.725821172686968,2.735968005453894,1.4480495
70,2008,3668.932907591263,3.205602808332211,3.180693729162158,1.5399126
80,2008,4392.906669763227,3.892646411471409,3.816943541335907,1.1840442
90,2008,5680.618738867342,4.965107047720569,4.943168558439538,2.4593134
10,2009,1247.227503007899,1.116403169805684,1.097440870997768,3.7268264
20,2009,1615.185842406005,1.385962587955267,1.416853228635167,6.6419959
30,2009,2050.938335844626,1.715902357602924,1.792464757678014,3.4015098
40,2009,2536.114582940936,2.037073919153651,2.223483465815965,9.2995939
50,2009,2900.031660425166,2.365926018343695,2.52494677623387,8.6207752
60,2009,3361.616246665517,2.773027797253841,2.92128251028862,6.7688537
70,2009,3912.252499605218,3.262940084376775,3.403662011719158,6.9879413
80,2009,4664.807915156086,3.924080173885159,4.080999727502785,6.8838396
90,2009,6304.423335356017,5.059991958341925,5.555560610137642,12.335536
10,2010,1329.122919134796,.8961925171091328,1.156149154947343,5.3569264
20,2010,1738.525833892326,1.111725819439016,1.508750699907675,6.5256062
30,2010,2205.085394130399,1.342445384609164,1.922704513356924,7.310483
40,2010,2598.729573681951,1.561713019190696,2.266817384732652,2.0092275
50,2010,3104.707497234146,1.825989836905743,2.691993387412367,6.7042742
60,2010,3594.457906663418,2.126783717784444,3.115992766071334,6.746314
70,2010,4197.418750959138,2.503932571967501,3.631737602448084,6.7889891
80,2010,4991.709169171751,3.009590887464583,4.330515921262001,6.2751007
90,2010,6834.376646111409,3.981318331771035,5.933352925467261,7.0561295
10,2011,1317.39166842401,1.103158713029188,1.154108032840668,-.073819511
20,2011,1768.773338932544,1.382976461959818,1.541933018702063,2.2678094
30,2011,2193.914575869838,1.631520042477253,1.923483989402788,.12463541
40,2011,2625.323744614919,1.907490723569936,2.301990364139177,1.6612041
50,2011,3105.45833526055,2.237086690188638,2.708376563455507,.62800473
60,2011,3652.868337171773,2.607945052201103,3.18155726119888,2.1473818
70,2011,4263.774581931531,3.074614084113515,3.715170500492604,2.301254
80,2011,5110.067072932919,3.684286574603902,4.481875781332444,3.5479424
90,2011,6854.662073381245,4.847588886659651,5.966597335765982,.66591114
10,2012,1291.432507072886,1.071231580393335,1.138262600674352,-1.2763073
20,2012,1783.551664238175,1.369564822672449,1.560621638593754,1.2418537
30,2012,2223.122068653504,1.61409560663742,1.958537433768773,1.8724003
40,2012,2740.54790369918,1.954252475706501,2.404435291032617,4.4606099
50,2012,3239.914572556814,2.279395085702466,2.835373246712455,4.7367673
60,2012,3808.31749775509,2.665983323740875,3.318518723384235,4.3130374
70,2012,4364.327080324292,3.052056541049145,3.820755786848167,2.8546667
80,2012,5229.134985086818,3.663077746499766,4.626118099087762,3.2714882
90,2012,6817.479998096824,4.623618992107367,6.010710160756086,.76755005
10,2013,1331.380001744876,1.082569856276071,1.174222438184491,3.1935961
20,2013,1800.256256101032,1.373635792360195,1.577922497994829,1.1125799
30,2013,2243.420827920238,1.634164767117909,1.97008350786867,.61106819
40,2013,2770.917907344798,1.986316573339233,2.435144217219204,1.3581237
50,2013,3295.813731014729,2.293187850342292,2.887135663545147,1.8888314
60,2013,3853.833741274973,2.671897859249535,3.371133674459391,1.6123916
70,2013,4432.901664008697,3.083548349287109,3.877197258027687,1.4929718
80,2013,5187.29541271925,3.634520291894054,4.565497180072271,-1.2606355
90,2013,6668.475415850679,4.606505502189975,5.903540692933045,-1.7678347
10,2014,1320.456663906574,1.320984931945835,1.167844160382326,-.49642923
20,2014,1746.157490772506,1.685121865559874,1.529656629604991,-3.0391493
30,2014,2183.939579536518,2.0643992778411,1.909527112249634,-3.0384665
40,2014,2743.393739933769,2.538369645508889,2.409643364713096,-1.0272017
50,2014,3311.04540917029,3.013515499187633,2.898277332739478,.39727902
60,2014,3868.909992441535,3.482102977251392,3.384157115277048,.40602377
70,2014,4471.476661684613,3.971739639600855,3.921990425798867,1.1770606
80,2014,5259.4429128021,4.607078934390302,4.673737147567105,2.4466326
90,2014,6553.496669560671,5.666572837777494,5.798478431629822,-1.701336
10,2015,1314.274582224588,1.222173470846731,1.164897109232091,-.23457168
20,2015,1780.752909173568,1.595260132324863,1.567108911695565,2.4586911
30,2015,2263.890825582047,1.989829904585956,1.977162772695616,3.5505464
40,2015,2753.327488111953,2.373803430766202,2.424585042143614,.6434319
50,2015,3332.556245019039,2.815089511296416,2.923886745113123,.92060131
60,2015,3831.821245409548,3.210200076655383,3.366117866372709,-.52003437
70,2015,4436.042911139627,3.689222612335774,3.906453226639618,-.39011261
80,2015,5181.2729057918,4.276658235984844,4.601346296346795,-1.5240939
90,2015,6477.106653625767,5.295567948433624,5.765500775134569,-.48670819
10,2016,1269.969999327014,1.179873959919253,1.132376780025273,-2.774096
20,2016,1817.795823867122,1.611025823442105,1.599365466385886,2.1193461
30,2016,2255.46916042765,1.9521736218497,1.976736331256082,.053409539
40,2016,2639.319571005801,2.259419410208162,2.315566948571965,-4.4250546
50,2016,3243.897902267674,2.720149108534315,2.843675282846865,-2.7318668
60,2016,3816.383736444016,3.164950854829537,3.339366373429584,-.77443796
70,2016,4405.711243674159,3.62886084257722,3.874416325927692,-.79819709
80,2016,5376.853330572446,4.413202928571991,4.756641423608623,3.3928847
90,2016,6654.333323801558,5.438276555623209,5.929331070685294,2.866889
10,2017,1428.718075300256,1.269183179839577,1.268950030523532,12.17892
20,2017,1850.640401497483,1.632317873743887,1.634371511599966,2.2061405
30,2017,2257.611659400165,1.966170611681567,1.981513162553407,.24835688
40,2017,2689.831655917068,2.340581333985028,2.363533693831414,2.157305
50,2017,3332.502904976408,2.875954164647434,2.934564406378437,3.2360291
60,2017,3942.758327037096,3.382087694775085,3.453208732958956,3.4326622
70,2017,4602.979999184608,3.944990991489855,4.02786777124614,3.9899759
80,2017,5596.739577879508,4.786391857901132,4.940973437215992,3.9322338
90,2017,6806.098328138391,5.794198406767464,6.035722968688181,1.8904421
10,2018,1390.242087817441,1.337384806040063,1.238028946860747,-2.3605289
20,2018,1889.527489167948,1.802750483873751,1.659344658887979,1.553499
30,2018,2323.309158824384,2.206917517409844,2.039535421122006,2.9418228
40,2018,2745.155404922863,2.621851339384496,2.436338669042622,3.1750693
50,2018,3295.136239853998,3.149983060541369,2.912955968622555,-.66638714
60,2018,3892.93457921346,3.698026600005809,3.419690678309659,-.93500549
70,2018,4611.750409007072,4.382267112459279,4.048539390337585,.54807413
80,2018,5673.127496997516,5.388587357901997,4.999850257258004,1.2001684
90,2018,7028.719577992956,6.702348877273228,6.320673263539599,4.7172136
10,2019,1406.960412733257,1.308349919811614,1.25228495127764,1.1751919
20,2019,1930.013748670618,1.775302139085397,1.698005092323001,2.3711164
30,2019,2339.696240452429,2.160733974199199,2.070213256144901,1.5172427
40,2019,2742.039162740111,2.556735744593122,2.452839671490437,.71443307
50,2019,3270.689990885556,3.031422796677968,2.907041658642508,-.17695922
60,2019,3909.62124495705,3.596999713035378,3.448906667487487,.85987389
70,2019,4628.40957369407,4.258044947739108,4.086107619342632,.97016633
80,2019,5865.192080428203,5.437139277661117,5.224155639998571,4.5280228
90,2019,7632.229572027922,7.365717595873623,7.126119374124755,13.063756
10,2020,1362.09908417364,1.185924543831788,1.185701140834378,-5.2551908
20,2020,1813.138241192947,1.572519906045272,1.572463426488563,-7.4264393
30,2020,2224.935657598078,1.928964312829824,1.928968040572727,-6.7891927
40,2020,2600.846157910923,2.272012557097696,2.271931889294137,-7.3589287
50,2020,3049.454197538396,2.657540768218799,2.657075190284862,-8.6034536
60,2020,3548.230490510663,3.08298544519918,3.082403994794125,-10.606301
70,2020,4242.942906121413,3.714567945586774,3.714153643812703,-9.1082287
80,2020,5444.550036102533,4.863725832510681,4.862725286677839,-6.8377576
90,2020,7502.657906209429,6.898992045295017,6.898930825927891,-3.0866969
10,2021,1397.635832046469,1.234180428931722,1.2357124707875,4.9733562
20,2021,1845.831582618256,1.607511991066228,1.614633393795278,3.7549219
30,2021,2339.450573027134,2.031747224841335,2.038626181799676,6.3431149
40,2021,2687.927829536299,2.347354204456375,2.361089823731769,4.4468436
50,2021,3158.696240348121,2.764334596265447,2.776577338549638,5.0256448
60,2021,3809.241829934219,3.320092748460107,3.321566079689243,8.2940826
70,2021,4617.804784516494,4.026068248180309,4.021873684154343,8.730134
80,2021,5887.802488148212,5.273048339633533,5.301273692444738,9.6975079
90,2021,7825.763778612018,7.190339328051171,7.248316559423984,5.7670169
10,2022,1643.322853893042,1.214392010401103,1.48098083334792,29.410645
20,2022,2184.742857656308,1.620049320198762,1.945035186908042,31.329659
30,2022,2542.956424759967,1.950103399266871,2.256708169679249,19.339876
40,2022,2918.679995272841,2.197279613177151,2.602903975597915,17.579838
50,2022,3447.444985364164,2.596903643749621,3.092286330056335,19.277931
60,2022,4140.914999195507,3.153637391914214,3.687573200736161,18.960419
70,2022,4923.274991537844,3.730405677831316,4.35312285049544,14.081505
80,2022,6351.653565347195,4.722525605470374,5.786156027654735,19.016684
90,2022,8426.725694145474,6.20320269239476,7.768349136114661,11.050829
